Cell	CellType	Age
GSM2660437	Cck.Lmo1.Vip.Fam19a2	60
GSM2660438	Unknown	60
GSM2660439	Cck.Lmo1.Vip.Crh	60
GSM2660440	Unknown	60
GSM2660441	Unknown	60
GSM2660442	Sst.Nos1	60
GSM2660443	Cacna2d1.Ndnf.Cxcl14	60
GSM2660444	Vip.Crh.Pcp4	60
GSM2660445	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660446	Cck.Cxcl14.Slc17a8	60
GSM2660447	Cacna2d1.Ndnf.Rgs10	60
GSM2660448	Ntng1.Chrm2	60
GSM2660449	Cacna2d1.Ndnf.Rgs10	60
GSM2660450	Cacna2d1.Ndnf.Rgs10	60
GSM2660451	Unknown	60
GSM2660452	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660453	Sst.Pnoc.Calb1.Pvalb	60
GSM2660454	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660455	Pvalb.Tac1.Sst	60
GSM2660456	Calb2.Vip.Igfbp4	60
GSM2660457	Sst.Pnoc.Pvalb	60
GSM2660458	Calb2.Cntnap5a.Vip	60
GSM2660459	Unknown	60
GSM2660460	Unknown	60
GSM2660461	Cck.Cxcl14.Calb1.Tac2	60
GSM2660462	Cacna2d1.Lhx6.Reln	60
GSM2660463	Cck.Sema5a	60
GSM2660464	Ntng1.Chrm2	60
GSM2660465	Pvalb.C1ql1.Cpne5	60
GSM2660466	Sst.Npy.Zbtb20	60
GSM2660467	Cck.Lmo1.Vip.Crh	60
GSM2660468	Cacna2d1.Ndnf.Rgs10	60
GSM2660469	Unknown	60
GSM2660470	Unknown	60
GSM2660471	Sst.Pnoc.Pvalb	60
GSM2660472	Unknown	60
GSM2660473	Sst.Erbb4.Rgs10	60
GSM2660474	Cacna2d1.Lhx6.Reln	60
GSM2660475	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660476	Calb2.Vip.Nos1	60
GSM2660477	Sst.Npy.Serpine2	60
GSM2660478	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660479	Sst.Npy.Zbtb20	60
GSM2660480	Cacna2d1.Lhx6.Reln	60
GSM2660481	Sst.Npy.Serpine2	60
GSM2660482	Cck.Lmo1.Npy	60
GSM2660483	Sst.Npy.Serpine2	60
GSM2660484	Ntng1.Chrm2	60
GSM2660485	Unknown	60
GSM2660486	Unknown	60
GSM2660487	Unknown	60
GSM2660488	Cck.Cxcl14.Vip	60
GSM2660489	Calb2.Cntnap5a.Rspo3	60
GSM2660490	Unknown	60
GSM2660491	Pvalb.C1ql1.Pvalb	60
GSM2660492	Cacna2d1.Lhx6.Vwa5a	60
GSM2660493	Vip.Crh.C1ql1	60
GSM2660494	Unknown	60
GSM2660495	Cck.Lmo1.Vip.Fam19a2	60
GSM2660496	Cck.Lmo1.Vip.Fam19a2	60
GSM2660497	Cck.Lmo1.Npy	60
GSM2660498	Unknown	60
GSM2660499	Unknown	60
GSM2660500	Cacna2d1.Ndnf.Rgs10	60
GSM2660501	Unknown	60
GSM2660502	Unknown	60
GSM2660503	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660504	Sst.Npy.Zbtb20	60
GSM2660505	Cck.Lmo1.Vip.Tac2	60
GSM2660506	Sst.Pnoc.Calb1.Pvalb	60
GSM2660507	Unknown	60
GSM2660508	Unknown	60
GSM2660509	Sst.Cryab	60
GSM2660510	Cck.Cxcl14.Slc17a8	60
GSM2660511	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660512	Vip.Crh.C1ql1	60
GSM2660513	Calb2.Vip.Gpd1	60
GSM2660514	Ntng1.Rgs10	60
GSM2660515	Pvalb.C1ql1.Cpne5	60
GSM2660516	Cacna2d1.Ndnf.Cxcl14	60
GSM2660517	Sst.Pnoc.Pvalb	60
GSM2660518	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660519	Sst.Pnoc.Calb1.Pvalb	60
GSM2660520	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660521	Cacna2d1.Lhx6.Reln	60
GSM2660522	Sst.Pnoc.Pvalb	60
GSM2660523	Cacna2d1.Lhx6.Reln	60
GSM2660524	Unknown	60
GSM2660525	Cck.Cxcl14.Slc17a8	60
GSM2660526	Unknown	60
GSM2660527	Unknown	60
GSM2660528	Cacna2d1.Ndnf.Rgs10	60
GSM2660529	Cacna2d1.Ndnf.Npy	60
GSM2660530	Unknown	60
GSM2660531	Unknown	60
GSM2660532	Sst.Npy.Serpine2	60
GSM2660533	Cck.Cxcl14.Calb1.Tac2	60
GSM2660534	Sst.Npy.Serpine2	60
GSM2660535	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660536	Cck.Cxcl14.Slc17a8	60
GSM2660537	Unknown	60
GSM2660538	Cck.Cxcl14.Calb1.Kctd12	60
GSM2660539	Ntng1.Rgs10	60
GSM2660540	Cck.Lmo1.Vip.Fam19a2	60
GSM2660541	Cacna2d1.Ndnf.Rgs10	60
GSM2660542	Sst.Erbb4.Crh	60
GSM2660543	Cck.Cxcl14.Calb1.Kctd12	60
GSM2660544	Pvalb.Tac1.Nr4a2	60
GSM2660545	Sst.Npy.Serpine2	60
GSM2660546	Unknown	60
GSM2660547	Sst.Npy.Serpine2	60
GSM2660548	Unknown	60
GSM2660549	Unknown	60
GSM2660550	Sst.Erbb4.Rgs10	60
GSM2660551	Unknown	60
GSM2660552	Pvalb.C1ql1.Pvalb	60
GSM2660553	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660554	Unknown	60
GSM2660555	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660556	Cacna2d1.Ndnf.Npy	60
GSM2660557	Unknown	60
GSM2660558	Pvalb.C1ql1.Cpne5	60
GSM2660559	Calb2.Vip.Nos1	60
GSM2660560	Pvalb.C1ql1.Pvalb	60
GSM2660561	Sst.Nos1	60
GSM2660562	Unknown	60
GSM2660563	Cck.Cxcl14.Slc17a8	60
GSM2660564	Cck.Cxcl14.Vip	60
GSM2660565	Unknown	60
GSM2660566	Cck.Cxcl14.Vip	60
GSM2660567	Pvalb.C1ql1.Cpne5	60
GSM2660568	Unknown	60
GSM2660569	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660570	Cck.Cxcl14.Slc17a8	60
GSM2660571	Unknown	60
GSM2660572	Sst.Npy.Zbtb20	60
GSM2660573	Sst.Pnoc.Calb1.Pvalb	60
GSM2660574	Unknown	60
GSM2660575	Cacna2d1.Lhx6.Reln	60
GSM2660576	Ntng1.Rgs10	60
GSM2660577	Unknown	60
GSM2660578	Cck.Cxcl14.Calb1.Kctd12	60
GSM2660579	Cacna2d1.Ndnf.Npy	60
GSM2660580	Pvalb.C1ql1.Cpne5	60
GSM2660581	Unknown	60
GSM2660582	Pvalb.Tac1.Akr1c18	60
GSM2660583	Cck.Lmo1.Vip.Tac2	60
GSM2660584	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660585	Cck.Cxcl14.Slc17a8	60
GSM2660586	Sst.Npy.Serpine2	60
GSM2660587	Cck.Cxcl14.Slc17a8	60
GSM2660588	Pvalb.C1ql1.Cpne5	60
GSM2660589	Pvalb.Tac1.Syt2	60
GSM2660590	Cacna2d1.Ndnf.Rgs10	60
GSM2660591	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660592	Cacna2d1.Ndnf.Npy	60
GSM2660593	Unknown	60
GSM2660594	Ntng1.Rgs10	60
GSM2660595	Unknown	60
GSM2660596	Cck.Calca	60
GSM2660597	Unknown	60
GSM2660598	Cacna2d1.Lhx6.Vwa5a	60
GSM2660599	Cck.Lmo1.Vip.Tac2	60
GSM2660600	Unknown	60
GSM2660601	Calb2.Cntnap5a.Rspo3	60
GSM2660602	Cacna2d1.Lhx6.Reln	60
GSM2660603	Pvalb.Tac1.Nr4a2	60
GSM2660604	Cck.Lmo1.Vip.Fam19a2	60
GSM2660605	Calb2.Cryab	60
GSM2660606	Cacna2d1.Lhx6.Reln	60
GSM2660607	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660608	Unknown	60
GSM2660609	Cacna2d1.Ndnf.Cxcl14	60
GSM2660610	Pvalb.Tac1.Nr4a2	60
GSM2660611	Cck.Cxcl14.Calb1.Kctd12	60
GSM2660612	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660613	Unknown	60
GSM2660614	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660615	Pvalb.C1ql1.Pvalb	60
GSM2660616	Unknown	60
GSM2660617	Unknown	60
GSM2660618	Unknown	60
GSM2660619	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660620	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660621	Cck.Cxcl14.Slc17a8	60
GSM2660622	Unknown	60
GSM2660623	Unknown	60
GSM2660624	Sst.Pnoc.Calb1.Pvalb	60
GSM2660625	Sst.Npy.Cort	60
GSM2660626	Cacna2d1.Lhx6.Reln	60
GSM2660627	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660628	Pvalb.Tac1.Syt2	60
GSM2660629	Cck.Cxcl14.Slc17a8	60
GSM2660630	Sst.Pnoc.Calb1.Pvalb	60
GSM2660631	Unknown	60
GSM2660632	Cck.Lmo1.Vip.Fam19a2	60
GSM2660633	Calb2.Cryab	60
GSM2660634	Unknown	60
GSM2660635	Pvalb.C1ql1.Cpne5	60
GSM2660636	Sst.Npy.Zbtb20	60
GSM2660637	Pvalb.Tac1.Nr4a2	60
GSM2660638	Sst.Erbb4.Th	60
GSM2660639	Unknown	60
GSM2660640	Cck.Cxcl14.Vip	60
GSM2660641	Cacna2d1.Lhx6.Reln	60
GSM2660642	Cck.Cxcl14.Vip	60
GSM2660643	Cacna2d1.Lhx6.Reln	60
GSM2660644	Calb2.Vip.Nos1	60
GSM2660645	Cck.Lmo1.Vip.Crh	60
GSM2660646	Unknown	60
GSM2660647	Pvalb.Tac1.Syt2	60
GSM2660648	Unknown	60
GSM2660649	Cacna2d1.Ndnf.Npy	60
GSM2660650	Unknown	60
GSM2660651	Unknown	60
GSM2660652	Cacna2d1.Lhx6.Vwa5a	60
GSM2660653	Sst.Npy.Serpine2	60
GSM2660654	Unknown	60
GSM2660655	Calb2.Vip.Gpd1	60
GSM2660656	Unknown	60
GSM2660657	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660658	Sst.Cryab	60
GSM2660659	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660660	Sst.Pnoc.Calb1.Pvalb	60
GSM2660661	Sst.Npy.Serpine2	60
GSM2660662	Cacna2d1.Ndnf.Rgs10	60
GSM2660663	Unknown	60
GSM2660664	Cck.Lmo1.Vip.Fam19a2	60
GSM2660665	Cck.Cxcl14.Slc17a8	60
GSM2660666	Cacna2d1.Lhx6.Reln	60
GSM2660667	Cck.Cxcl14.Calb1.Kctd12	60
GSM2660668	Unknown	60
GSM2660669	Calb2.Vip.Igfbp4	60
GSM2660670	Unknown	60
GSM2660671	Cck.Lmo1.Npy	60
GSM2660672	Cck.Cxcl14.Vip	60
GSM2660673	Calb2.Vip.Igfbp4	60
GSM2660674	Pvalb.Tac1.Sst	60
GSM2660675	Pvalb.C1ql1.Pvalb	60
GSM2660676	Vip.Crh.Pcp4	60
GSM2660677	Pvalb.C1ql1.Cpne5	60
GSM2660678	Unknown	60
GSM2660679	Sst.Pnoc.Pvalb	60
GSM2660680	Sst.Npy.Serpine2	60
GSM2660681	Cck.Lmo1.Vip.Tac2	60
GSM2660682	Cck.Lmo1.Vip.Crh	60
GSM2660683	Sst.Pnoc.Calb1.Pvalb	60
GSM2660684	Unknown	60
GSM2660685	Cck.Lypd1	60
GSM2660686	Cck.Lmo1.Npy	60
GSM2660687	Calb2.Vip.Gpd1	60
GSM2660688	Unknown	60
GSM2660689	Cck.Sema5a	60
GSM2660690	Pvalb.C1ql1.Cpne5	60
GSM2660691	Cck.Cxcl14.Slc17a8	60
GSM2660692	Unknown	60
GSM2660693	Ntng1.Rgs10	60
GSM2660694	Unknown	60
GSM2660695	Unknown	60
GSM2660696	Cck.Cxcl14.Vip	60
GSM2660697	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660698	Sst.Pnoc.Calb1.Pvalb	60
GSM2660699	Cacna2d1.Ndnf.Rgs10	60
GSM2660700	Unknown	60
GSM2660701	Unknown	60
GSM2660702	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660703	Cacna2d1.Lhx6.Reln	60
GSM2660704	Pvalb.Tac1.Sst	60
GSM2660705	Pvalb.Tac1.Nr4a2	60
GSM2660706	Unknown	60
GSM2660707	Ntng1.Rgs10	60
GSM2660708	Cacna2d1.Lhx6.Reln	60
GSM2660709	Cacna2d1.Ndnf.Cxcl14	60
GSM2660710	Unknown	60
GSM2660711	Cacna2d1.Lhx6.Reln	60
GSM2660712	Unknown	60
GSM2660713	Cacna2d1.Ndnf.Npy	60
GSM2660714	Pvalb.C1ql1.Cpne5	60
GSM2660715	Unknown	60
GSM2660716	Cck.Calca	60
GSM2660717	Unknown	60
GSM2660718	Unknown	60
GSM2660719	Unknown	60
GSM2660720	Sst.Npy.Zbtb20	60
GSM2660721	Unknown	60
GSM2660722	Calb2.Cntnap5a.Rspo3	60
GSM2660723	Ntng1.Rgs10	60
GSM2660724	Cacna2d1.Ndnf.Rgs10	60
GSM2660725	Unknown	60
GSM2660726	Sst.Pnoc.Pvalb	60
GSM2660727	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660728	Unknown	60
GSM2660729	Sst.Npy.Cort	60
GSM2660730	Cck.Lmo1.Vip.Crh	60
GSM2660731	Unknown	60
GSM2660732	Cck.Sema5a	60
GSM2660733	Unknown	60
GSM2660734	Vip.Crh.Pcp4	60
GSM2660735	Sst.Npy.Zbtb20	60
GSM2660736	Ntng1.Rgs10	60
GSM2660737	Calb2.Vip.Gpd1	60
GSM2660738	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660739	Unknown	60
GSM2660740	Sst.Npy.Zbtb20	60
GSM2660741	Sst.Cryab	60
GSM2660742	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660743	Sst.Npy.Zbtb20	60
GSM2660744	Ntng1.Chrm2	60
GSM2660745	Cacna2d1.Lhx6.Reln	60
GSM2660746	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660747	Unknown	60
GSM2660748	Ntng1.Rgs10	60
GSM2660749	Ntng1.Rgs10	60
GSM2660750	Pvalb.C1ql1.Pvalb	60
GSM2660751	Calb2.Cntnap5a.Vip	60
GSM2660752	Sst.Pnoc.Calb1.Pvalb	60
GSM2660753	Unknown	60
GSM2660754	Unknown	60
GSM2660755	Pvalb.Tac1.Nr4a2	60
GSM2660756	Calb2.Vip.Gpd1	60
GSM2660757	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660758	Ntng1.Rgs10	60
GSM2660759	Cacna2d1.Lhx6.Reln	60
GSM2660760	Sst.Npy.Serpine2	60
GSM2660761	Unknown	60
GSM2660762	Unknown	60
GSM2660763	Pvalb.C1ql1.Npy	60
GSM2660764	Unknown	60
GSM2660765	Unknown	60
GSM2660766	Cacna2d1.Ndnf.Npy	60
GSM2660767	Unknown	60
GSM2660768	Sst.Pnoc.Pvalb	60
GSM2660769	Ntng1.Synpr	60
GSM2660770	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660771	Cck.Cxcl14.Slc17a8	60
GSM2660772	Sst.Npy.Mgat4c	60
GSM2660773	Unknown	60
GSM2660774	Unknown	60
GSM2660775	Pvalb.Tac1.Syt2	60
GSM2660776	Calb2.Cryab	60
GSM2660777	Ntng1.Rgs10	60
GSM2660778	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660779	Cck.Cxcl14.Slc17a8	60
GSM2660780	Unknown	60
GSM2660781	Calb2.Cryab	60
GSM2660782	Ntng1.Chrm2	60
GSM2660783	Unknown	60
GSM2660784	Sst.Pnoc.Calb1.Pvalb	60
GSM2660785	Unknown	60
GSM2660786	Sst.Npy.Cort	60
GSM2660787	Pvalb.C1ql1.Pvalb	60
GSM2660788	Cck.Cxcl14.Slc17a8	60
GSM2660789	Cacna2d1.Ndnf.Npy	60
GSM2660790	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660791	Unknown	60
GSM2660792	Cck.Sema5a	60
GSM2660793	Sst.Pnoc.Calb1.Pvalb	60
GSM2660794	Unknown	60
GSM2660795	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660796	Unknown	60
GSM2660797	Unknown	60
GSM2660798	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660799	Sst.Npy.Zbtb20	60
GSM2660800	Unknown	60
GSM2660801	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660802	Cacna2d1.Ndnf.Cxcl14	60
GSM2660803	Cck.Sema5a	60
GSM2660804	Unknown	60
GSM2660805	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660806	Sst.Npy.Serpine2	60
GSM2660807	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660808	Calb2.Cryab	60
GSM2660809	Cacna2d1.Ndnf.Rgs10	60
GSM2660810	Cacna2d1.Lhx6.Reln	60
GSM2660811	Cck.Cxcl14.Vip	60
GSM2660812	Unknown	60
GSM2660813	Sst.Npy.Serpine2	60
GSM2660814	Unknown	60
GSM2660815	Sst.Erbb4.Crh	60
GSM2660816	Unknown	60
GSM2660817	Sst.Npy.Serpine2	60
GSM2660818	Unknown	60
GSM2660819	Unknown	60
GSM2660820	Sst.Pnoc.Calb1.Pvalb	60
GSM2660821	Pvalb.Tac1.Nr4a2	60
GSM2660822	Unknown	60
GSM2660823	Ntng1.Synpr	60
GSM2660824	Unknown	60
GSM2660825	Pvalb.Tac1.Sst	60
GSM2660826	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660827	Pvalb.Tac1.Akr1c18	60
GSM2660828	Cck.Cxcl14.Calb1.Tac2	60
GSM2660829	Unknown	60
GSM2660830	Cck.Calca	60
GSM2660831	Pvalb.C1ql1.Pvalb	60
GSM2660832	Cacna2d1.Lhx6.Reln	60
GSM2660833	Unknown	60
GSM2660834	Cacna2d1.Lhx6.Reln	60
GSM2660835	Unknown	60
GSM2660836	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660837	Unknown	60
GSM2660838	Cacna2d1.Lhx6.Reln	60
GSM2660839	Unknown	60
GSM2660840	Cck.Cxcl14.Slc17a8	60
GSM2660841	Unknown	60
GSM2660842	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660843	Unknown	60
GSM2660844	Unknown	60
GSM2660845	Unknown	60
GSM2660846	Cck.Calca	60
GSM2660847	Unknown	60
GSM2660848	Ntng1.Synpr	60
GSM2660849	Sst.Npy.Mgat4c	60
GSM2660850	Cacna2d1.Lhx6.Vwa5a	60
GSM2660851	Sst.Npy.Mgat4c	60
GSM2660852	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660853	Cck.Lypd1	60
GSM2660854	Calb2.Cntnap5a.Vip	60
GSM2660855	Calb2.Vip.Igfbp4	60
GSM2660856	Unknown	60
GSM2660857	Unknown	60
GSM2660858	Cck.Cxcl14.Calb1.Tac2	60
GSM2660859	Unknown	60
GSM2660860	Cck.Lmo1.Vip.Fam19a2	60
GSM2660861	Unknown	60
GSM2660862	Cacna2d1.Ndnf.Npy	60
GSM2660863	Unknown	60
GSM2660864	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660865	Unknown	60
GSM2660866	Unknown	60
GSM2660867	Unknown	60
GSM2660868	Unknown	60
GSM2660869	Unknown	60
GSM2660870	Pvalb.C1ql1.Pvalb	60
GSM2660871	Calb2.Vip.Gpd1	60
GSM2660872	Cacna2d1.Lhx6.Reln	60
GSM2660873	Cacna2d1.Lhx6.Reln	60
GSM2660874	Unknown	60
GSM2660875	Unknown	60
GSM2660876	Pvalb.C1ql1.Pvalb	60
GSM2660877	Unknown	60
GSM2660878	Unknown	60
GSM2660879	Unknown	60
GSM2660880	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660881	Calb2.Vip.Igfbp4	60
GSM2660882	Pvalb.C1ql1.Pvalb	60
GSM2660883	Calb2.Vip.Nos1	60
GSM2660884	Cck.Sema5a	60
GSM2660885	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660886	Pvalb.Tac1.Syt2	60
GSM2660887	Unknown	60
GSM2660888	Unknown	60
GSM2660889	Unknown	60
GSM2660890	Unknown	60
GSM2660891	Pvalb.Tac1.Akr1c18	60
GSM2660892	Sst.Npy.Serpine2	60
GSM2660893	Unknown	60
GSM2660894	Cacna2d1.Lhx6.Reln	60
GSM2660895	Sst.Npy.Serpine2	60
GSM2660896	Unknown	60
GSM2660897	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660898	Calb2.Cntnap5a.Igfbp6	60
GSM2660899	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2660900	Unknown	60
GSM2660901	Cck.Cxcl14.Vip	60
GSM2660902	Sst.Npy.Zbtb20	60
GSM2660903	Cck.Cxcl14.Calb1.Tac2	60
GSM2660904	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660905	Pvalb.Tac1.Sst	60
GSM2660906	Calb2.Vip.Gpd1	60
GSM2660907	Cck.Sema5a	60
GSM2660908	Unknown	60
GSM2660909	Unknown	60
GSM2660910	Sst.Npy.Serpine2	60
GSM2660911	Cacna2d1.Lhx6.Vwa5a	60
GSM2660912	Unknown	60
GSM2660913	Sst.Npy.Serpine2	60
GSM2660914	Cacna2d1.Ndnf.Npy	60
GSM2660915	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660916	Pvalb.C1ql1.Pvalb	60
GSM2660917	Cck.Lmo1.Npy	60
GSM2660918	Sst.Npy.Cort	60
GSM2660919	Pvalb.Tac1.Nr4a2	60
GSM2660920	Pvalb.C1ql1.Cpne5	60
GSM2660921	Sst.Pnoc.Pvalb	60
GSM2660922	Cacna2d1.Lhx6.Reln	60
GSM2660923	Cck.Cxcl14.Vip	60
GSM2660924	Unknown	60
GSM2660925	Cck.Cxcl14.Slc17a8	60
GSM2660926	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660927	Sst.Npy.Mgat4c	60
GSM2660928	Unknown	60
GSM2660929	Cck.Cxcl14.Calb1.Tac2	60
GSM2660930	Cck.Cxcl14.Vip	60
GSM2660931	Unknown	60
GSM2660932	Unknown	60
GSM2660933	Sst.Erbb4.Rgs10	60
GSM2660934	Pvalb.Tac1.Sst	60
GSM2660935	Cacna2d1.Ndnf.Npy	60
GSM2660936	Calb2.Vip.Gpd1	60
GSM2660937	Sst.Pnoc.Calb1.Pvalb	60
GSM2660938	Unknown	60
GSM2660939	Sst.Npy.Serpine2	60
GSM2660940	Pvalb.Tac1.Nr4a2	60
GSM2660941	Pvalb.C1ql1.Npy	60
GSM2660942	Unknown	60
GSM2660943	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660944	Unknown	60
GSM2660945	Pvalb.C1ql1.Pvalb	60
GSM2660946	Cacna2d1.Ndnf.Cxcl14	60
GSM2660947	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660948	Pvalb.Tac1.Syt2	60
GSM2660949	Cacna2d1.Ndnf.Cxcl14	60
GSM2660950	Ntng1.Synpr	60
GSM2660951	Cck.Calca	60
GSM2660952	Cck.Lypd1	60
GSM2660953	Unknown	60
GSM2660954	Unknown	60
GSM2660955	Sst.Npy.Mgat4c	60
GSM2660956	Cck.Lmo1.Npy	60
GSM2660957	Unknown	60
GSM2660958	Cacna2d1.Ndnf.Rgs10	60
GSM2660959	Unknown	60
GSM2660960	Cacna2d1.Ndnf.Rgs10	60
GSM2660961	Sst.Npy.Serpine2	60
GSM2660962	Sst.Npy.Zbtb20	60
GSM2660963	Unknown	60
GSM2660964	Sst.Npy.Zbtb20	60
GSM2660965	Cck.Lmo1.Vip.Tac2	60
GSM2660966	Unknown	60
GSM2660967	Ntng1.Chrm2	60
GSM2660968	Ntng1.Rgs10	60
GSM2660969	Calb2.Cntnap5a.Rspo3	60
GSM2660970	Unknown	60
GSM2660971	Sst.Nos1	60
GSM2660972	Sst.Npy.Zbtb20	60
GSM2660973	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660974	Calb2.Vip.Gpd1	60
GSM2660975	Cck.Lmo1.Vip.Fam19a2	60
GSM2660976	Sst.Pnoc.Calb1.Igfbp5	60
GSM2660977	Sst.Npy.Serpine2	60
GSM2660978	Pvalb.Tac1.Syt2	60
GSM2660979	Cacna2d1.Ndnf.Npy	60
GSM2660980	Unknown	60
GSM2660981	Cacna2d1.Lhx6.Vwa5a	60
GSM2660982	Unknown	60
GSM2660983	Cacna2d1.Ndnf.Cxcl14	60
GSM2660984	Sst.Pnoc.Calb1.Pvalb	60
GSM2660985	Sst.Nos1	60
GSM2660986	Cck.Cxcl14.Slc17a8	60
GSM2660987	Unknown	60
GSM2660988	Unknown	60
GSM2660989	Unknown	60
GSM2660990	Pvalb.Tac1.Sst	60
GSM2660991	Calb2.Cntnap5a.Rspo3	60
GSM2660992	Cck.Cxcl14.Vip	60
GSM2660993	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2660994	Cck.Lmo1.Vip.Crh	60
GSM2660995	Ntng1.Rgs10	60
GSM2660996	Unknown	60
GSM2660997	Cck.Lmo1.Npy	60
GSM2660998	Unknown	60
GSM2660999	Cacna2d1.Lhx6.Reln	60
GSM2661000	Cacna2d1.Lhx6.Reln	60
GSM2661001	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2661002	Cck.Cxcl14.Vip	60
GSM2661003	Unknown	60
GSM2661004	Calb2.Vip.Nos1	60
GSM2661005	Cck.Sema5a	60
GSM2661006	Sst.Npy.Serpine2	60
GSM2661007	Cck.Lmo1.Vip.Tac2	60
GSM2661008	Sst.Npy.Serpine2	60
GSM2661009	Cacna2d1.Lhx6.Reln	60
GSM2661010	Unknown	60
GSM2661011	Unknown	60
GSM2661012	Sst.Pnoc.Calb1.Igfbp5	60
GSM2661013	Unknown	60
GSM2661014	Pvalb.Tac1.Sst	60
GSM2661015	Cck.Lmo1.Vip.Tac2	60
GSM2661016	Pvalb.Tac1.Sst	60
GSM2661017	Calb2.Cntnap5a.Vip	60
GSM2661018	Unknown	60
GSM2661019	Sst.Npy.Serpine2	60
GSM2661020	Pvalb.C1ql1.Cpne5	60
GSM2661021	Calb2.Cntnap5a.Rspo3	60
GSM2661022	Cck.Calca	60
GSM2661023	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2661024	Ntng1.Rgs10	60
GSM2661025	Unknown	60
GSM2661026	Calb2.Vip.Gpd1	60
GSM2661027	Cacna2d1.Lhx6.Reln	60
GSM2661028	Calb2.Cntnap5a.Rspo3	60
GSM2661029	Pvalb.C1ql1.Pvalb	60
GSM2661030	Pvalb.C1ql1.Pvalb	60
GSM2661031	Unknown	60
GSM2661032	Sst.Pnoc.Calb1.Pvalb	60
GSM2661033	Sst.Pnoc.Calb1.Igfbp5	60
GSM2661034	Pvalb.Tac1.Sst	60
GSM2661035	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2661036	Pvalb.Tac1.Sst	60
GSM2661037	Unknown	60
GSM2661038	Unknown	60
GSM2661039	Cck.Calca	60
GSM2661040	Pvalb.Tac1.Akr1c18	60
GSM2661041	Calb2.Vip.Igfbp4	60
GSM2661042	Unknown	60
GSM2661043	Cck.Cxcl14.Slc17a8	60
GSM2661044	Unknown	60
GSM2661045	Unknown	60
GSM2661046	Unknown	60
GSM2661047	Sst.Pnoc.Calb1.Igfbp5	60
GSM2661048	Cck.Cxcl14.Slc17a8	60
GSM2661049	Unknown	60
GSM2661050	Cck.Lmo1.Vip.Tac2	60
GSM2661051	Cck.Cxcl14.Calb1.Tnfaip8l3	60
