SRA	Cell
SRR7325687	F2S4_170410_002_G01
SRR7325690	F2S4_170410_002_H01
SRR7323582	F0S4_170317_010_A01
SRR7324318	F0S4_170317_010_B01
SRR7323583	F0S4_170317_010_C01
SRR7324319	F0S4_170317_010_D01
SRR7321699	F0S4_170317_010_E01
SRR7321700	F0S4_170317_010_F01
SRR7322606	F0S4_170317_010_G01
SRR7322607	F0S4_170317_010_H01
SRR7338654	F2S4_170406_009_A01
SRR7338655	F2S4_170406_009_B01
SRR7338656	F2S4_170406_009_C01
SRR7338657	F2S4_170406_009_D01
SRR7338658	F2S4_170406_009_E01
SRR7338659	F2S4_170406_009_F01
SRR7338660	F2S4_170406_009_G01
SRR7338661	F2S4_170406_009_H01
SRR7338662	F2S4_170406_010_A01
SRR7338664	F2S4_170406_010_B01
SRR7338665	F2S4_170406_010_C01
SRR7338666	F2S4_170406_010_D01
SRR7338667	F2S4_170406_010_E01
SRR7338668	F2S4_170406_010_F01
SRR7338669	F2S4_170406_010_G01
SRR7338670	F2S4_170406_010_H01
SRR7338671	F2S4_170406_014_A01
SRR7338672	F2S4_170406_014_B01
SRR7338673	F2S4_170406_014_C01
SRR7338675	F2S4_170406_014_D01
SRR7338676	F2S4_170406_014_E01
SRR7338677	F2S4_170406_014_F01
SRR7338678	F2S4_170406_014_G01
SRR7338679	F2S4_170406_014_H01
SRR7338680	F2S4_170406_015_A01
SRR7338681	F2S4_170406_015_B01
SRR7338682	F2S4_170406_015_C01
SRR7338683	F2S4_170406_015_D01
SRR7338684	F2S4_170406_015_E01
SRR7338686	F2S4_170406_015_F01
SRR7338687	F2S4_170406_015_G01
SRR7338688	F2S4_170406_015_H01
SRR7338689	F2S4_170406_016_A01
SRR7338690	F2S4_170406_016_B01
SRR7338691	F2S4_170406_016_C01
SRR7338692	F2S4_170406_016_D01
SRR7338693	F2S4_170406_016_E01
SRR7338694	F2S4_170406_016_F01
SRR7338695	F2S4_170406_016_G01
SRR7338697	F2S4_170406_016_H01
SRR7338698	F2S4_170406_017_A01
SRR7338699	F2S4_170406_017_B01
SRR7338700	F2S4_170406_017_C01
SRR7338701	F2S4_170406_017_D01
SRR7338702	F2S4_170406_017_E01
SRR7338703	F2S4_170406_017_F01
SRR7338704	F2S4_170406_017_G01
SRR7338705	F2S4_170406_017_H01
SRR7325744	F2S4_170410_003_A01
SRR7325774	F2S4_170410_003_B01
SRR7325785	F2S4_170410_003_C01
SRR7325796	F2S4_170410_003_D01
SRR7325807	F2S4_170410_003_E01
SRR7325818	F2S4_170410_003_F01
SRR7325829	F2S4_170410_003_G01
SRR7325840	F2S4_170410_003_H01
SRR7325851	F2S4_170410_004_A01
SRR7325745	F2S4_170410_004_B01
SRR7325756	F2S4_170410_004_C01
SRR7325766	F2S4_170410_004_D01
SRR7325767	F2S4_170410_004_E01
SRR7325768	F2S4_170410_004_F01
SRR7325769	F2S4_170410_004_G01
SRR7325770	F2S4_170410_004_H01
SRR7325771	F2S4_170410_005_A01
SRR7325772	F2S4_170410_005_B01
SRR7325773	F2S4_170410_005_C01
SRR7325775	F2S4_170410_005_D01
SRR7325776	F2S4_170410_005_E01
SRR7325777	F2S4_170410_005_F01
SRR7325778	F2S4_170410_005_G01
SRR7325779	F2S4_170410_005_H01
SRR7323584	F0S4_170317_011_A01
SRR7324320	F0S4_170317_011_B01
SRR7323586	F0S4_170317_011_C01
SRR7324321	F0S4_170317_011_D01
SRR7321701	F0S4_170317_011_E01
SRR7321702	F0S4_170317_011_F01
SRR7322608	F0S4_170317_011_G01
SRR7322609	F0S4_170317_011_H01
SRR7325780	F2S4_170411_001_A01
SRR7325781	F2S4_170411_001_B01
SRR7325782	F2S4_170411_001_C01
SRR7325783	F2S4_170411_001_D01
SRR7325784	F2S4_170411_001_E01
SRR7325786	F2S4_170411_001_F01
SRR7325787	F2S4_170411_001_G01
SRR7325788	F2S4_170411_001_H01
SRR7325789	F2S4_170411_002_A01
SRR7325790	F2S4_170411_002_B01
SRR7325791	F2S4_170411_002_C01
SRR7325792	F2S4_170411_002_D01
SRR7325793	F2S4_170411_002_E01
SRR7325794	F2S4_170411_002_F01
SRR7325795	F2S4_170411_002_G01
SRR7325797	F2S4_170411_002_H01
SRR7325798	F2S4_170411_003_A01
SRR7325799	F2S4_170411_003_B01
SRR7325800	F2S4_170411_003_C01
SRR7325801	F2S4_170411_003_D01
SRR7325802	F2S4_170411_003_E01
SRR7325803	F2S4_170411_003_F01
SRR7325804	F2S4_170411_003_G01
SRR7325805	F2S4_170411_003_H01
SRR7325806	F2S4_170411_004_A01
SRR7325808	F2S4_170411_004_B01
SRR7325809	F2S4_170411_004_C01
SRR7325810	F2S4_170411_004_D01
SRR7325811	F2S4_170411_004_E01
SRR7325812	F2S4_170411_004_F01
SRR7325813	F2S4_170411_004_G01
SRR7325814	F2S4_170411_004_H01
SRR7325815	F2S4_170411_005_A01
SRR7325816	F2S4_170411_005_B01
SRR7325817	F2S4_170411_005_C01
SRR7325819	F2S4_170411_005_D01
SRR7325820	F2S4_170411_005_E01
SRR7325821	F2S4_170411_005_F01
SRR7325822	F2S4_170411_005_G01
SRR7325823	F2S4_170411_005_H01
SRR7323587	F0S4_170317_012_A01
SRR7324322	F0S4_170317_012_B01
SRR7323588	F0S4_170317_012_C01
SRR7324323	F0S4_170317_012_D01
SRR7321703	F0S4_170317_012_E01
SRR7321704	F0S4_170317_012_F01
SRR7322610	F0S4_170317_012_G01
SRR7322611	F0S4_170317_012_H01
SRR7330782	F2S4_160615_015_A01
SRR7330783	F2S4_160615_015_B01
SRR7315117	F2S4_161021_016_A01
SRR7325824	F2S4_170410_006_A01
SRR7325825	F2S4_170410_006_B01
SRR7325826	F2S4_170410_006_C01
SRR7325827	F2S4_170410_006_D01
SRR7325828	F2S4_170411_006_A01
SRR7325830	F2S4_170411_006_B01
SRR7325831	F2S4_170411_006_C01
SRR7325832	F2S4_170411_006_D01
SRR7325833	F2S4_170411_006_E01
SRR7325834	F2S4_170411_006_F01
SRR7325835	F2S4_170411_006_G01
SRR7325836	F2S4_170411_006_H01
SRR7325837	F2S4_170411_007_A01
SRR7325838	F2S4_170411_007_B01
SRR7325839	F2S4_170411_007_C01
SRR7325841	F2S4_170411_007_D01
SRR7325842	F2S4_170411_007_E01
SRR7325843	F2S4_170411_007_F01
SRR7325844	F2S4_170411_007_G01
SRR7325845	F2S4_170411_007_H01
SRR7325846	F2S4_170411_008_A01
SRR7325847	F2S4_170411_008_B01
SRR7325848	F2S4_170411_008_C01
SRR7325849	F2S4_170411_008_D01
SRR7325850	F2S4_170411_008_E01
SRR7325852	F2S4_170411_008_F01
SRR7325853	F2S4_170411_008_G01
SRR7325854	F2S4_170411_008_H01
SRR7325855	F2S4_170411_009_A01
SRR7325856	F2S4_170411_009_B01
SRR7325857	F2S4_170411_009_C01
SRR7325858	F2S4_170411_009_D01
SRR7325859	F2S4_170411_009_E01
SRR7325860	F2S4_170411_009_F01
SRR7325861	F2S4_170411_009_G01
SRR7325746	F2S4_170411_009_H01
SRR7325747	F2S4_170411_010_A01
SRR7325748	F2S4_170411_010_B01
SRR7325749	F2S4_170411_010_C01
SRR7325750	F2S4_170411_010_D01
SRR7325751	F2S4_170411_010_E01
SRR7325752	F2S4_170411_010_F01
SRR7325753	F2S4_170411_010_G01
SRR7325754	F2S4_170411_010_H01
SRR7339745	F2S4_170412_001_A01
SRR7339756	F2S4_170412_001_B01
SRR7339767	F2S4_170412_001_C01
SRR7339778	F2S4_170412_001_D01
SRR7339782	F2S4_170412_001_E01
SRR7339783	F2S4_170412_001_F01
SRR7339784	F2S4_170412_001_G01
SRR7339785	F2S4_170412_001_H01
SRR7339786	F2S4_170412_002_A01
SRR7339746	F2S4_170412_002_B01
SRR7339747	F2S4_170412_002_C01
SRR7339748	F2S4_170412_002_D01
SRR7339749	F2S4_170412_002_E01
SRR7339750	F2S4_170412_002_F01
SRR7339751	F2S4_170412_002_G01
SRR7339752	F2S4_170412_002_H01
SRR7339753	F2S4_170412_003_A01
SRR7339754	F2S4_170412_003_B01
SRR7339755	F2S4_170412_003_C01
SRR7339757	F2S4_170412_003_D01
SRR7339758	F2S4_170412_003_E01
SRR7339759	F2S4_170412_003_F01
SRR7339760	F2S4_170412_003_G01
SRR7339761	F2S4_170412_003_H01
SRR7339762	F2S4_170412_004_A01
SRR7339763	F2S4_170412_004_B01
SRR7339764	F2S4_170412_004_C01
SRR7339765	F2S4_170412_004_D01
SRR7339766	F2S4_170412_004_E01
SRR7323589	F0S4_170317_023_A01
SRR7324324	F0S4_170317_023_B01
SRR7323590	F0S4_170317_023_C01
SRR7324325	F0S4_170317_023_D01
SRR7321705	F0S4_170317_023_E01
SRR7321706	F0S4_170317_023_F01
SRR7322612	F0S4_170317_023_G01
SRR7322613	F0S4_170317_023_H01
SRR7329069	F2S4_170420_007_A01
SRR7329014	F2S4_170420_007_B01
SRR7329015	F2S4_170420_007_C01
SRR7329016	F2S4_170420_007_D01
SRR7329017	F2S4_170420_007_E01
SRR7329018	F2S4_170420_007_F01
SRR7329019	F2S4_170420_007_G01
SRR7329020	F2S4_170420_007_H01
SRR7329021	F2S4_170420_008_A01
SRR7329022	F2S4_170420_008_B01
SRR7329023	F2S4_170420_008_C01
SRR7329025	F2S4_170420_008_D01
SRR7329026	F2S4_170420_008_E01
SRR7329027	F2S4_170420_008_F01
SRR7329028	F2S4_170420_008_G01
SRR7329029	F2S4_170420_008_H01
SRR7329030	F2S4_170420_009_A01
SRR7329031	F2S4_170420_009_B01
SRR7329032	F2S4_170420_009_C01
SRR7329033	F2S4_170420_009_D01
SRR7329034	F2S4_170420_009_E01
SRR7329036	F2S4_170420_009_F01
SRR7329037	F2S4_170420_009_G01
SRR7329038	F2S4_170420_009_H01
SRR7314379	F2S4_170421_007_A01
SRR7314380	F2S4_170421_007_B01
SRR7314381	F2S4_170421_007_C01
SRR7314382	F2S4_170421_007_D01
SRR7314383	F2S4_170421_007_E01
SRR7314384	F2S4_170421_007_F01
SRR7314386	F2S4_170421_007_G01
SRR7314387	F2S4_170421_007_H01
SRR7314388	F2S4_170421_008_A01
SRR7314389	F2S4_170421_008_B01
SRR7314390	F2S4_170421_008_C01
SRR7314391	F2S4_170421_008_D01
SRR7314392	F2S4_170421_008_E01
SRR7314393	F2S4_170421_008_F01
SRR7314394	F2S4_170421_008_G01
SRR7314395	F2S4_170421_008_H01
SRR7314397	F2S4_170421_009_A01
SRR7314398	F2S4_170421_009_B01
SRR7314399	F2S4_170421_009_C01
SRR7314400	F2S4_170421_009_D01
SRR7314401	F2S4_170421_009_E01
SRR7314402	F2S4_170421_009_F01
SRR7314403	F2S4_170421_009_G01
SRR7314404	F2S4_170421_009_H01
SRR7323591	F0S4_170317_024_A01
SRR7324326	F0S4_170317_024_B01
SRR7323592	F0S4_170317_024_C01
SRR7324328	F0S4_170317_024_D01
SRR7321708	F0S4_170317_024_E01
SRR7321709	F0S4_170317_024_F01
SRR7322615	F0S4_170317_024_G01
SRR7322616	F0S4_170317_024_H01
SRR7329039	F2S4_170420_010_A01
SRR7329040	F2S4_170420_010_B01
SRR7329041	F2S4_170420_010_C01
SRR7329042	F2S4_170420_010_D01
SRR7329043	F2S4_170420_010_E01
SRR7329044	F2S4_170420_010_F01
SRR7329045	F2S4_170420_010_G01
SRR7329047	F2S4_170420_010_H01
SRR7329048	F2S4_170420_011_A01
SRR7329049	F2S4_170420_011_B01
SRR7329050	F2S4_170420_011_C01
SRR7329051	F2S4_170420_011_D01
SRR7329052	F2S4_170420_011_E01
SRR7329053	F2S4_170420_011_F01
SRR7329054	F2S4_170420_011_G01
SRR7329055	F2S4_170420_011_H01
SRR7314405	F2S4_170421_010_A01
SRR7314406	F2S4_170421_010_B01
SRR7314408	F2S4_170421_010_C01
SRR7314409	F2S4_170421_010_D01
SRR7314410	F2S4_170421_010_E01
SRR7314411	F2S4_170421_010_F01
SRR7314412	F2S4_170421_010_G01
SRR7314413	F2S4_170421_010_H01
SRR7314414	F2S4_170421_011_A01
SRR7314415	F2S4_170421_011_B01
SRR7314416	F2S4_170421_011_C01
SRR7314417	F2S4_170421_011_D01
SRR7314419	F2S4_170421_011_E01
SRR7314420	F2S4_170421_011_F01
SRR7314421	F2S4_170421_011_G01
SRR7314422	F2S4_170421_011_H01
SRR7323593	F0S4_170317_025_A01
SRR7324329	F0S4_170317_025_B01
SRR7323594	F0S4_170317_025_C01
SRR7324330	F0S4_170317_025_D01
SRR7321710	F0S4_170317_025_E01
SRR7321711	F0S4_170317_025_F01
SRR7322617	F0S4_170317_025_G01
SRR7322618	F0S4_170317_025_H01
SRR7329689	F1S4_170426_011_A01
SRR7329761	F1S4_170426_011_B01
SRR7329772	F1S4_170426_011_C01
SRR7329783	F1S4_170426_011_D01
SRR7329794	F1S4_170426_011_E01
SRR7329805	F1S4_170426_011_F01
SRR7329816	F1S4_170426_011_G01
SRR7329827	F1S4_170426_011_H01
SRR7329838	F1S4_170426_012_A01
SRR7329690	F1S4_170426_012_B01
SRR7329701	F1S4_170426_012_C01
SRR7329712	F1S4_170426_012_D01
SRR7329723	F1S4_170426_012_E01
SRR7329734	F1S4_170426_012_F01
SRR7329745	F1S4_170426_012_G01
SRR7329756	F1S4_170426_012_H01
SRR7329758	F1S4_170426_013_A01
SRR7329759	F1S4_170426_013_B01
SRR7329760	F1S4_170426_013_C01
SRR7329762	F1S4_170426_013_D01
SRR7329763	F1S4_170426_013_E01
SRR7329764	F1S4_170426_013_F01
SRR7329765	F1S4_170426_013_G01
SRR7329766	F1S4_170426_013_H01
SRR7329767	F1S4_170426_014_A01
SRR7329768	F1S4_170426_014_B01
SRR7329769	F1S4_170426_014_C01
SRR7329770	F1S4_170426_014_D01
SRR7329771	F1S4_170426_014_E01
SRR7329773	F1S4_170426_014_F01
SRR7329774	F1S4_170426_014_G01
SRR7329775	F1S4_170426_014_H01
SRR7338706	F2S4_170406_001_A01
SRR7338708	F2S4_170406_001_B01
SRR7338709	F2S4_170406_001_C01
SRR7338710	F2S4_170406_001_D01
SRR7338711	F2S4_170406_001_E01
SRR7338712	F2S4_170406_001_F01
SRR7338713	F2S4_170406_001_G01
SRR7338714	F2S4_170406_001_H01
SRR7338715	F2S4_170406_002_A01
SRR7338716	F2S4_170406_002_B01
SRR7338717	F2S4_170406_002_C01
SRR7338576	F2S4_170406_002_D01
SRR7338577	F2S4_170406_002_E01
SRR7338578	F2S4_170406_002_F01
SRR7338579	F2S4_170406_002_G01
SRR7338580	F2S4_170406_002_H01
SRR7338581	F2S4_170406_003_A01
SRR7338582	F2S4_170406_003_B01
SRR7338583	F2S4_170406_003_C01
SRR7338584	F2S4_170406_003_D01
SRR7338585	F2S4_170406_003_E01
SRR7338587	F2S4_170406_003_F01
SRR7338588	F2S4_170406_003_G01
SRR7338589	F2S4_170406_003_H01
SRR7338590	F2S4_170406_011_A01
SRR7338591	F2S4_170406_011_B01
SRR7338592	F2S4_170406_011_C01
SRR7338593	F2S4_170406_011_D01
SRR7338594	F2S4_170406_011_E01
SRR7338595	F2S4_170406_011_F01
SRR7338596	F2S4_170406_011_G01
SRR7338598	F2S4_170406_011_H01
SRR7338599	F2S4_170406_012_A01
SRR7338600	F2S4_170406_012_B01
SRR7338601	F2S4_170406_012_C01
SRR7338602	F2S4_170406_012_D01
SRR7338603	F2S4_170406_012_E01
SRR7338604	F2S4_170406_012_F01
SRR7338605	F2S4_170406_012_G01
SRR7338606	F2S4_170406_012_H01
SRR7338607	F2S4_170406_013_A01
SRR7338609	F2S4_170406_013_B01
SRR7338610	F2S4_170406_013_C01
SRR7338611	F2S4_170406_013_D01
SRR7338612	F2S4_170406_013_E01
SRR7338613	F2S4_170406_013_F01
SRR7338614	F2S4_170406_013_G01
SRR7338615	F2S4_170406_013_H01
SRR7338616	F2S4_170406_018_A01
SRR7338617	F2S4_170406_018_B01
SRR7338618	F2S4_170406_018_C01
SRR7338620	F2S4_170406_018_D01
SRR7338621	F2S4_170406_018_E01
SRR7338622	F2S4_170406_018_F01
SRR7338623	F2S4_170406_018_G01
SRR7338624	F2S4_170406_018_H01
SRR7323595	F0S4_170317_026_A01
SRR7324331	F0S4_170317_026_B01
SRR7323597	F0S4_170317_026_C01
SRR7324332	F0S4_170317_026_D01
SRR7321712	F0S4_170317_026_E01
SRR7321713	F0S4_170317_026_F01
SRR7322619	F0S4_170317_026_G01
SRR7322620	F0S4_170317_026_H01
SRR7329776	F1S4_170426_005_A01
SRR7329777	F1S4_170426_005_B01
SRR7329778	F1S4_170426_005_C01
SRR7329779	F1S4_170426_005_D01
SRR7329780	F1S4_170426_005_E01
SRR7329781	F1S4_170426_005_F01
SRR7329782	F1S4_170426_005_G01
SRR7329784	F1S4_170426_005_H01
SRR7329785	F1S4_170426_006_A01
SRR7329786	F1S4_170426_006_B01
SRR7329787	F1S4_170426_006_C01
SRR7329788	F1S4_170426_006_D01
SRR7329789	F1S4_170426_006_E01
SRR7329790	F1S4_170426_006_F01
SRR7329791	F1S4_170426_006_G01
SRR7329792	F1S4_170426_006_H01
SRR7329793	F1S4_170426_015_A01
SRR7329795	F1S4_170426_015_B01
SRR7329796	F1S4_170426_015_C01
SRR7329797	F1S4_170426_015_D01
SRR7329798	F1S4_170426_015_E01
SRR7329799	F1S4_170426_015_F01
SRR7329800	F1S4_170426_015_G01
SRR7329801	F1S4_170426_015_H01
SRR7329802	F1S4_170426_016_A01
SRR7329803	F1S4_170426_016_B01
SRR7329804	F1S4_170426_016_C01
SRR7329806	F1S4_170426_016_D01
SRR7329807	F1S4_170426_016_E01
SRR7329808	F1S4_170426_016_F01
SRR7329809	F1S4_170426_016_G01
SRR7329810	F1S4_170426_016_H01
SRR7329811	F1S4_170426_017_A01
SRR7329812	F1S4_170426_017_B01
SRR7329813	F1S4_170426_017_C01
SRR7329814	F1S4_170426_017_D01
SRR7329815	F1S4_170426_017_E01
SRR7329817	F1S4_170426_017_F01
SRR7329818	F1S4_170426_017_G01
SRR7329819	F1S4_170426_017_H01
SRR7321339	FJS4_170405_001_A01
SRR7321340	FJS4_170405_001_B01
SRR7321342	FJS4_170405_001_C01
SRR7321343	FJS4_170405_001_D01
SRR7321344	FJS4_170405_001_E01
SRR7321345	FJS4_170405_001_F01
SRR7321346	FJS4_170405_001_G01
SRR7321347	FJS4_170405_001_H01
SRR7321348	FJS4_170405_002_A01
SRR7321349	FJS4_170405_002_B01
SRR7321350	FJS4_170405_002_C01
SRR7321351	FJS4_170405_002_D01
SRR7321353	FJS4_170405_002_F01
SRR7321354	FJS4_170405_002_G01
SRR7321355	FJS4_170405_002_H01
SRR7321356	FJS4_170405_003_A01
SRR7321357	FJS4_170405_003_B01
SRR7321358	FJS4_170405_003_C01
SRR7321359	FJS4_170405_003_D01
SRR7321360	FJS4_170405_003_E01
SRR7321361	FJS4_170405_003_F01
SRR7321362	FJS4_170405_003_G01
SRR7321364	FJS4_170405_003_H01
SRR7321365	FJS4_170405_004_A01
SRR7321366	FJS4_170405_004_B01
SRR7321367	FJS4_170405_004_C01
SRR7321368	FJS4_170405_004_D01
SRR7321369	FJS4_170405_004_E01
SRR7321370	FJS4_170405_004_F01
SRR7321371	FJS4_170405_004_G01
SRR7321372	FJS4_170405_004_H01
SRR7321373	FJS4_170405_005_A01
SRR7321375	FJS4_170405_005_B01
SRR7321376	FJS4_170405_005_C01
SRR7321377	FJS4_170405_005_D01
SRR7321378	FJS4_170405_005_E01
SRR7321379	FJS4_170405_005_F01
SRR7321380	FJS4_170405_005_G01
SRR7321381	FJS4_170405_006_A01
SRR7321382	FJS4_170405_006_B01
SRR7321383	FJS4_170405_006_C01
SRR7321384	FJS4_170405_006_D01
SRR7321054	FJS4_170405_006_E01
SRR7321055	FJS4_170405_006_F01
SRR7321056	FJS4_170405_006_G01
SRR7321057	FJS4_170405_006_H01
SRR7323598	F0S4_170317_027_A01
SRR7324333	F0S4_170317_027_B01
SRR7323599	F0S4_170317_027_C01
SRR7324334	F0S4_170317_027_D01
SRR7321714	F0S4_170317_027_E01
SRR7321715	F0S4_170317_027_F01
SRR7322621	F0S4_170317_027_G01
SRR7322622	F0S4_170317_027_H01
SRR7329820	F1S4_170426_009_A01
SRR7329821	F1S4_170426_009_B01
SRR7329822	F1S4_170426_009_C01
SRR7329823	F1S4_170426_009_D01
SRR7329824	F1S4_170426_009_E01
SRR7329825	F1S4_170426_009_F01
SRR7329826	F1S4_170426_009_G01
SRR7329828	F1S4_170426_009_H01
SRR7329829	F1S4_170426_010_A01
SRR7329830	F1S4_170426_010_B01
SRR7329831	F1S4_170426_010_C01
SRR7329832	F1S4_170426_010_D01
SRR7329833	F1S4_170426_010_E01
SRR7329834	F1S4_170426_010_F01
SRR7329835	F1S4_170426_010_G01
SRR7329836	F1S4_170426_010_H01
SRR7329837	F1S4_170426_022_A01
SRR7329839	F1S4_170426_022_B01
SRR7329840	F1S4_170426_022_C01
SRR7329841	F1S4_170426_022_D01
SRR7329842	F1S4_170426_022_E01
SRR7329843	F1S4_170426_022_F01
SRR7329844	F1S4_170426_022_G01
SRR7329845	F1S4_170426_022_H01
SRR7329846	F1S4_170426_023_A01
SRR7329847	F1S4_170426_023_B01
SRR7329848	F1S4_170426_023_C01
SRR7329691	F1S4_170426_023_D01
SRR7329692	F1S4_170426_023_E01
SRR7329693	F1S4_170426_023_F01
SRR7329694	F1S4_170426_023_G01
SRR7329695	F1S4_170426_023_H01
SRR7329696	F1S4_170426_024_A01
SRR7329697	F1S4_170426_024_B01
SRR7329698	F1S4_170426_024_C01
SRR7329699	F1S4_170426_024_D01
SRR7329700	F1S4_170426_024_E01
SRR7329702	F1S4_170426_024_F01
SRR7329703	F1S4_170426_024_G01
SRR7329704	F1S4_170426_024_H01
SRR7321058	FJS4_170405_007_A01
SRR7321059	FJS4_170405_007_B01
SRR7321060	FJS4_170405_007_C01
SRR7321061	FJS4_170405_007_D01
SRR7321062	FJS4_170405_007_E01
SRR7321063	FJS4_170405_007_F01
SRR7321065	FJS4_170405_007_G01
SRR7321066	FJS4_170405_007_H01
SRR7321067	FJS4_170405_008_A01
SRR7321068	FJS4_170405_008_B01
SRR7321069	FJS4_170405_008_C01
SRR7321070	FJS4_170405_008_D01
SRR7321071	FJS4_170405_008_E01
SRR7321072	FJS4_170405_008_F01
SRR7321073	FJS4_170405_008_G01
SRR7321074	FJS4_170405_008_H01
SRR7321076	FJS4_170405_009_B01
SRR7321077	FJS4_170405_009_C01
SRR7321078	FJS4_170405_009_D01
SRR7321079	FJS4_170405_009_E01
SRR7321080	FJS4_170405_009_F01
SRR7321081	FJS4_170405_009_G01
SRR7321082	FJS4_170405_009_H01
SRR7321083	FJS4_170405_010_A01
SRR7321084	FJS4_170405_010_B01
SRR7321085	FJS4_170405_010_C01
SRR7321087	FJS4_170405_010_D01
SRR7321088	FJS4_170405_010_E01
SRR7321089	FJS4_170405_010_F01
SRR7321090	FJS4_170405_010_G01
SRR7321091	FJS4_170405_010_H01
SRR7321092	FJS4_170405_011_A01
SRR7321093	FJS4_170405_011_B01
SRR7321094	FJS4_170405_011_C01
SRR7321095	FJS4_170405_011_D01
SRR7321096	FJS4_170405_011_E01
SRR7321098	FJS4_170405_011_F01
SRR7321099	FJS4_170405_011_G01
SRR7321100	FJS4_170405_011_H01
SRR7321101	FJS4_170405_012_A01
SRR7321102	FJS4_170405_012_B01
SRR7321103	FJS4_170405_012_C01
SRR7321104	FJS4_170405_012_D01
SRR7321105	FJS4_170405_012_E01
SRR7321106	FJS4_170405_012_F01
SRR7321107	FJS4_170405_012_G01
SRR7321109	FJS4_170405_012_H01
SRR7323600	F0S4_170317_028_A01
SRR7324335	F0S4_170317_028_B01
SRR7323601	F0S4_170317_028_C01
SRR7324336	F0S4_170317_028_D01
SRR7321716	F0S4_170317_028_E01
SRR7321717	F0S4_170317_028_F01
SRR7322623	F0S4_170317_028_G01
SRR7322624	F0S4_170317_028_H01
SRR7325755	F1S4_170428_001_A01
SRR7329225	F2S4_160803_040_A01
SRR7329226	F2S4_160803_040_B01
SRR7332430	F2S4_161018_003_D01
SRR7332431	F2S4_161018_003_E01
SRR7332432	F2S4_161018_003_F01
SRR7332433	F2S4_161018_003_G01
SRR7332336	F2S4_161018_003_H01
SRR7323602	F0S4_170317_029_A01
SRR7324337	F0S4_170317_029_B01
SRR7323603	F0S4_170317_029_C01
SRR7324339	F0S4_170317_029_D01
SRR7321720	F0S4_170317_029_E01
SRR7321721	F0S4_170317_029_F01
SRR7322626	F0S4_170317_029_G01
SRR7322627	F0S4_170317_029_H01
SRR7326333	F2S4_160725_004_A01
SRR7326334	F2S4_160725_004_B01
SRR7338566	F2S4_160727_005_A01
SRR7329056	F2S4_170420_012_A01
SRR7329058	F2S4_170420_012_B01
SRR7329059	F2S4_170420_012_C01
SRR7314423	F2S4_170421_012_A01
SRR7314424	F2S4_170421_012_B01
SRR7323604	F0S4_170317_032_A01
SRR7324340	F0S4_170317_032_B01
SRR7323605	F0S4_170317_032_C01
SRR7324341	F0S4_170317_032_D01
SRR7321722	F0S4_170317_032_E01
SRR7321723	F0S4_170317_032_F01
SRR7322628	F0S4_170317_032_G01
SRR7322629	F0S4_170317_032_H01
SRR7339768	F2S4_170511_002_A01
SRR7339769	F2S4_170511_002_B01
SRR7339770	F2S4_170511_002_C01
SRR7339771	F2S4_170511_002_D01
SRR7339772	F2S4_170511_002_E01
SRR7339773	F2S4_170511_002_F01
SRR7323606	F0S4_170317_035_A01
SRR7324342	F0S4_170317_035_B01
SRR7323608	F0S4_170317_035_C01
SRR7324343	F0S4_170317_035_D01
SRR7321724	F0S4_170317_035_E01
SRR7321725	F0S4_170317_035_F01
SRR7322630	F0S4_170317_035_G01
SRR7322631	F0S4_170317_035_H01
SRR7339774	F2S4_170511_001_B01
SRR7339775	F2S4_170511_001_C01
SRR7339776	F2S4_170511_001_D01
SRR7339777	F2S4_170511_001_E01
SRR7339779	F2S4_170511_001_F01
SRR7339780	F2S4_170511_001_G01
SRR7339781	F2S4_170511_001_H01
SRR7323609	F0S4_170317_036_A01
SRR7324344	F0S4_170317_036_B01
SRR7323610	F0S4_170317_036_C01
SRR7324345	F0S4_170317_036_D01
SRR7321726	F0S4_170317_036_E01
SRR7321727	F0S4_170317_036_F01
SRR7322632	F0S4_170317_036_G01
SRR7322633	F0S4_170317_036_H01
SRR7329330	F2S4_170516_001_A01
SRR7329348	F2S4_170516_001_B01
SRR7329359	F2S4_170516_001_C01
SRR7329370	F2S4_170516_001_D01
SRR7329381	F2S4_170516_001_E01
SRR7329392	F2S4_170516_001_F01
SRR7329403	F2S4_170516_001_G01
SRR7329414	F2S4_170516_001_H01
SRR7329425	F2S4_170516_002_A01
SRR7329331	F2S4_170516_002_B01
SRR7329339	F2S4_170516_002_C01
SRR7329340	F2S4_170516_002_D01
SRR7329341	F2S4_170516_002_E01
SRR7329342	F2S4_170516_002_F01
SRR7329343	F2S4_170516_002_G01
SRR7329344	F2S4_170516_002_H01
SRR7329345	F2S4_170516_003_A01
SRR7329346	F2S4_170516_003_B01
SRR7329347	F2S4_170516_003_C01
SRR7329349	F2S4_170516_003_D01
SRR7329350	F2S4_170516_003_E01
SRR7329351	F2S4_170516_003_F01
SRR7329352	F2S4_170516_003_G01
SRR7329353	F2S4_170516_003_H01
SRR7323611	F0S4_170317_037_A01
SRR7324346	F0S4_170317_037_B01
SRR7323612	F0S4_170317_037_C01
SRR7324347	F0S4_170317_037_D01
SRR7321728	F0S4_170317_037_E01
SRR7321729	F0S4_170317_037_F01
SRR7322634	F0S4_170317_037_G01
SRR7322635	F0S4_170317_037_H01
SRR7329354	F2S4_170516_004_A01
SRR7329355	F2S4_170516_004_B01
SRR7329356	F2S4_170516_004_C01
