SRA	Cell
SRR7327025	F2S4_160115_023_B01
SRR7327026	F2S4_160115_023_C01
SRR7327027	F2S4_160115_023_D01
SRR7327028	F2S4_160115_023_E01
SRR7327029	F2S4_160115_023_F01
SRR7327030	F2S4_160115_023_G01
SRR7327031	F2S4_160115_023_H01
SRR7332928	F2S4_160120_003_A01
SRR7332929	F2S4_160120_003_B01
SRR7332930	F2S4_160120_003_C01
SRR7332931	F2S4_160120_003_D01
SRR7332932	F2S4_160120_003_E01
SRR7332934	F2S4_160120_003_F01
SRR7332935	F2S4_160120_003_G01
SRR7332936	F2S4_160120_003_H01
SRR7332937	F2S4_160120_004_A01
SRR7332938	F2S4_160120_004_B01
SRR7332939	F2S4_160120_004_C01
SRR7332940	F2S4_160120_004_D01
SRR7332941	F2S4_160120_004_E01
SRR7332942	F2S4_160120_004_F01
SRR7332943	F2S4_160120_004_G01
SRR7332945	F2S4_160120_004_H01
SRR7332946	F2S4_160120_008_A01
SRR7332947	F2S4_160120_008_B01
SRR7332948	F2S4_160120_008_C01
SRR7332949	F2S4_160120_008_D01
SRR7332950	F2S4_160120_008_E01
SRR7332951	F2S4_160120_008_F01
SRR7332952	F2S4_160120_008_G01
SRR7332953	F2S4_160120_008_H01
SRR7332954	F2S4_160120_009_A01
SRR7332956	F2S4_160120_009_B01
SRR7332957	F2S4_160120_009_C01
SRR7332958	F2S4_160120_009_D01
SRR7332959	F2S4_160120_009_E01
SRR7332960	F2S4_160120_009_F01
SRR7332961	F2S4_160120_009_G01
SRR7332962	F2S4_160120_009_H01
SRR7332963	F2S4_160120_013_A01
SRR7332964	F2S4_160120_013_B01
SRR7332965	F2S4_160120_013_C01
SRR7332468	F2S4_160120_013_D01
SRR7332469	F2S4_160120_013_E01
SRR7332470	F2S4_160120_013_F01
SRR7332471	F2S4_160120_013_G01
SRR7332472	F2S4_160120_013_H01
SRR7332473	F2S4_160120_014_A01
SRR7332474	F2S4_160120_014_B01
SRR7332475	F2S4_160120_014_C01
SRR7332476	F2S4_160120_014_D01
SRR7332477	F2S4_160120_014_E01
SRR7332479	F2S4_160120_014_F01
SRR7332480	F2S4_160120_014_G01
SRR7332481	F2S4_160120_014_H01
SRR7332482	F2S4_160120_019_A01
SRR7332483	F2S4_160120_019_B01
SRR7332484	F2S4_160120_019_C01
SRR7332485	F2S4_160120_019_D01
SRR7332486	F2S4_160120_019_E01
SRR7332487	F2S4_160120_019_F01
SRR7332488	F2S4_160120_019_G01
SRR7332490	F2S4_160120_019_H01
SRR7332491	F2S4_160120_020_A01
SRR7332492	F2S4_160120_020_B01
SRR7332493	F2S4_160120_020_C01
SRR7332494	F2S4_160120_020_D01
SRR7332495	F2S4_160120_020_E01
SRR7332496	F2S4_160120_020_F01
SRR7332497	F2S4_160120_020_G01
SRR7332498	F2S4_160120_020_H01
SRR7322959	F0S4_150820_029_A01
SRR7323707	F0S4_150820_029_B01
SRR7322970	F0S4_150820_029_C01
SRR7323718	F0S4_150820_029_D01
SRR7322214	F0S4_150820_029_E01
SRR7322225	F0S4_150820_029_F01
SRR7322236	F0S4_150820_029_G01
SRR7322247	F0S4_150820_029_H01
SRR7334269	F1S4_160108_001_A01
SRR7334270	F1S4_160108_001_B01
SRR7334271	F1S4_160108_001_C01
SRR7334272	F1S4_160108_001_D01
SRR7334273	F1S4_160108_001_E01
SRR7334275	F1S4_160108_001_F01
SRR7334276	F1S4_160108_001_G01
SRR7334277	F1S4_160108_001_H01
SRR7334278	F1S4_160108_002_A01
SRR7334279	F1S4_160108_002_B01
SRR7334280	F1S4_160108_002_C01
SRR7334281	F1S4_160108_002_D01
SRR7334282	F1S4_160108_002_E01
SRR7334283	F1S4_160108_002_F01
SRR7334284	F1S4_160108_002_G01
SRR7334286	F1S4_160108_002_H01
SRR7334287	F1S4_160108_008_A01
SRR7334288	F1S4_160108_008_B01
SRR7334289	F1S4_160108_008_C01
SRR7334290	F1S4_160108_008_D01
SRR7334291	F1S4_160108_008_E01
SRR7334292	F1S4_160108_008_F01
SRR7334293	F1S4_160108_008_G01
SRR7334294	F1S4_160108_008_H01
SRR7334295	F1S4_160108_013_A01
SRR7334297	F1S4_160108_013_B01
SRR7334298	F1S4_160108_013_C01
SRR7334299	F1S4_160108_013_D01
SRR7334300	F1S4_160108_013_E01
SRR7334301	F1S4_160108_013_F01
SRR7334302	F1S4_160108_013_G01
SRR7334303	F1S4_160108_013_H01
SRR7334304	F1S4_160108_014_A01
SRR7334305	F1S4_160108_014_B01
SRR7334306	F1S4_160108_014_C01
SRR7334309	F1S4_160108_014_D01
SRR7334310	F1S4_160108_014_E01
SRR7334311	F1S4_160108_014_F01
SRR7334312	F1S4_160108_014_G01
SRR7334313	F1S4_160108_014_H01
SRR7335390	F2S4_160113_001_A01
SRR7335391	F2S4_160113_001_B01
SRR7335392	F2S4_160113_001_C01
SRR7335393	F2S4_160113_001_D01
SRR7335394	F2S4_160113_001_E01
SRR7335396	F2S4_160113_001_F01
SRR7335397	F2S4_160113_001_G01
SRR7335398	F2S4_160113_001_H01
SRR7335399	F2S4_160113_002_A01
SRR7335400	F2S4_160113_002_B01
SRR7335401	F2S4_160113_002_C01
SRR7335402	F2S4_160113_002_D01
SRR7335403	F2S4_160113_002_E01
SRR7335404	F2S4_160113_002_F01
SRR7335405	F2S4_160113_002_G01
SRR7335408	F2S4_160113_002_H01
SRR7335409	F2S4_160113_003_A01
SRR7335410	F2S4_160113_003_B01
SRR7335411	F2S4_160113_003_C01
SRR7335412	F2S4_160113_003_D01
SRR7335413	F2S4_160113_003_E01
SRR7335414	F2S4_160113_003_F01
SRR7335415	F2S4_160113_003_G01
SRR7335416	F2S4_160113_003_H01
SRR7335417	F2S4_160113_004_A01
SRR7335419	F2S4_160113_004_B01
SRR7335420	F2S4_160113_004_C01
SRR7335421	F2S4_160113_004_D01
SRR7335422	F2S4_160113_004_E01
SRR7335423	F2S4_160113_004_F01
SRR7335424	F2S4_160113_004_G01
SRR7335425	F2S4_160113_004_H01
SRR7332499	F2S4_160120_005_A01
SRR7332501	F2S4_160120_005_B01
SRR7332502	F2S4_160120_005_C01
SRR7332503	F2S4_160120_005_D01
SRR7332504	F2S4_160120_005_E01
SRR7332505	F2S4_160120_005_F01
SRR7332506	F2S4_160120_005_G01
SRR7332507	F2S4_160120_005_H01
SRR7332508	F2S4_160120_010_A01
SRR7332509	F2S4_160120_010_B01
SRR7332510	F2S4_160120_010_C01
SRR7332512	F2S4_160120_010_D01
SRR7332513	F2S4_160120_010_E01
SRR7332514	F2S4_160120_010_F01
SRR7332515	F2S4_160120_010_G01
SRR7332516	F2S4_160120_010_H01
SRR7322981	F0S4_160125_003_A01
SRR7323729	F0S4_160125_003_B01
SRR7322993	F0S4_160125_003_C01
SRR7323741	F0S4_160125_003_D01
SRR7322258	F0S4_160125_003_E01
SRR7322269	F0S4_160125_003_F01
SRR7322280	F0S4_160125_003_G01
SRR7322292	F0S4_160125_003_H01
SRR7335426	F2S4_160113_009_A01
SRR7335427	F2S4_160113_009_B01
SRR7335428	F2S4_160113_009_C01
SRR7335430	F2S4_160113_009_D01
SRR7335431	F2S4_160113_009_E01
SRR7335432	F2S4_160113_009_F01
SRR7335433	F2S4_160113_009_G01
SRR7335434	F2S4_160113_009_H01
SRR7335435	F2S4_160113_010_A01
SRR7335436	F2S4_160113_010_B01
SRR7335437	F2S4_160113_010_C01
SRR7335438	F2S4_160113_010_D01
SRR7335439	F2S4_160113_010_E01
SRR7335441	F2S4_160113_010_F01
SRR7335442	F2S4_160113_010_G01
SRR7335443	F2S4_160113_010_H01
SRR7335444	F2S4_160113_011_A01
SRR7335445	F2S4_160113_011_B01
SRR7335446	F2S4_160113_011_C01
SRR7335447	F2S4_160113_011_D01
SRR7335448	F2S4_160113_011_E01
SRR7335449	F2S4_160113_011_F01
SRR7335450	F2S4_160113_011_G01
SRR7335452	F2S4_160113_011_H01
SRR7335453	F2S4_160113_023_A01
SRR7335454	F2S4_160113_023_B01
SRR7335455	F2S4_160113_023_C01
SRR7335456	F2S4_160113_023_D01
SRR7335457	F2S4_160113_023_E01
SRR7335458	F2S4_160113_023_F01
SRR7335459	F2S4_160113_023_G01
SRR7335460	F2S4_160113_023_H01
SRR7335461	F2S4_160113_024_A01
SRR7335463	F2S4_160113_024_B01
SRR7335464	F2S4_160113_024_C01
SRR7335465	F2S4_160113_024_D01
SRR7335466	F2S4_160113_024_E01
SRR7335467	F2S4_160113_024_F01
SRR7335468	F2S4_160113_024_G01
SRR7335469	F2S4_160113_024_H01
SRR7334314	F2S4_160114_001_A01
SRR7334315	F2S4_160114_001_B01
SRR7334316	F2S4_160114_001_C01
SRR7334317	F2S4_160114_001_D01
SRR7334318	F2S4_160114_001_E01
SRR7334320	F2S4_160114_001_F01
SRR7334321	F2S4_160114_001_G01
SRR7334322	F2S4_160114_001_H01
SRR7334323	F2S4_160114_002_A01
SRR7334324	F2S4_160114_002_B01
SRR7334325	F2S4_160114_002_C01
SRR7334326	F2S4_160114_002_D01
SRR7334327	F2S4_160114_002_E01
SRR7334328	F2S4_160114_002_F01
SRR7334329	F2S4_160114_002_G01
SRR7334331	F2S4_160114_002_H01
SRR7334332	F2S4_160114_003_A01
SRR7334333	F2S4_160114_003_B01
SRR7334334	F2S4_160114_003_C01
SRR7334335	F2S4_160114_003_D01
SRR7334336	F2S4_160114_003_E01
SRR7334337	F2S4_160114_003_F01
SRR7334338	F2S4_160114_003_G01
SRR7334339	F2S4_160114_003_H01
SRR7334340	F2S4_160114_004_A01
SRR7334342	F2S4_160114_004_B01
SRR7334343	F2S4_160114_004_C01
SRR7334344	F2S4_160114_004_D01
SRR7334345	F2S4_160114_004_E01
SRR7334346	F2S4_160114_004_F01
SRR7334347	F2S4_160114_004_G01
SRR7334348	F2S4_160114_004_H01
SRR7334349	F2S4_160114_007_A01
SRR7334350	F2S4_160114_007_B01
SRR7334351	F2S4_160114_007_C01
SRR7334353	F2S4_160114_007_D01
SRR7334354	F2S4_160114_007_E01
SRR7334355	F2S4_160114_007_F01
SRR7334356	F2S4_160114_007_G01
SRR7334357	F2S4_160114_007_H01
SRR7334358	F2S4_160114_008_A01
SRR7334359	F2S4_160114_008_B01
SRR7334360	F2S4_160114_008_C01
SRR7334361	F2S4_160114_008_D01
SRR7334362	F2S4_160114_008_E01
SRR7334364	F2S4_160114_008_F01
SRR7334365	F2S4_160114_008_G01
SRR7334366	F2S4_160114_008_H01
SRR7323004	F0S4_150820_030_A01
SRR7323752	F0S4_150820_030_B01
SRR7323015	F0S4_150820_030_C01
SRR7323763	F0S4_150820_030_D01
SRR7322303	F0S4_150820_030_E01
SRR7322314	F0S4_150820_030_F01
SRR7322325	F0S4_150820_030_G01
SRR7322336	F0S4_150820_030_H01
SRR7334367	F2S4_160114_009_A01
SRR7334368	F2S4_160114_009_B01
SRR7334369	F2S4_160114_009_C01
SRR7334370	F2S4_160114_009_D01
SRR7334371	F2S4_160114_009_E01
SRR7334372	F2S4_160114_009_F01
SRR7334373	F2S4_160114_009_G01
SRR7334375	F2S4_160114_009_H01
SRR7334376	F2S4_160114_010_A01
SRR7334377	F2S4_160114_010_B01
SRR7334378	F2S4_160114_010_C01
SRR7334379	F2S4_160114_010_D01
SRR7334380	F2S4_160114_010_E01
SRR7334381	F2S4_160114_010_F01
SRR7334382	F2S4_160114_010_G01
SRR7334383	F2S4_160114_010_H01
SRR7334384	F2S4_160114_011_A01
SRR7334386	F2S4_160114_011_B01
SRR7334387	F2S4_160114_011_C01
SRR7334388	F2S4_160114_011_D01
SRR7334389	F2S4_160114_011_E01
SRR7334390	F2S4_160114_011_F01
SRR7334391	F2S4_160114_011_G01
SRR7334392	F2S4_160114_011_H01
SRR7334393	F2S4_160114_012_A01
SRR7334394	F2S4_160114_012_B01
SRR7334395	F2S4_160114_012_C01
SRR7334397	F2S4_160114_012_D01
SRR7334398	F2S4_160114_012_E01
SRR7334399	F2S4_160114_012_F01
SRR7334400	F2S4_160114_012_G01
SRR7334401	F2S4_160114_012_H01
SRR7334402	F2S4_160114_016_A01
SRR7334403	F2S4_160114_016_B01
SRR7334404	F2S4_160114_016_C01
SRR7334405	F2S4_160114_016_D01
SRR7334406	F2S4_160114_016_E01
SRR7334408	F2S4_160114_016_F01
SRR7334409	F2S4_160114_016_G01
SRR7334410	F2S4_160114_016_H01
SRR7334411	F2S4_160114_017_A01
SRR7334412	F2S4_160114_017_B01
SRR7334413	F2S4_160114_017_C01
SRR7334414	F2S4_160114_017_D01
SRR7334415	F2S4_160114_017_E01
SRR7334416	F2S4_160114_017_F01
SRR7334417	F2S4_160114_017_G01
SRR7334420	F2S4_160114_017_H01
SRR7334421	F2S4_160114_018_A01
SRR7334422	F2S4_160114_018_B01
SRR7334423	F2S4_160114_018_C01
SRR7334424	F2S4_160114_018_D01
SRR7334425	F2S4_160114_018_E01
SRR7334426	F2S4_160114_018_F01
SRR7334427	F2S4_160114_018_G01
SRR7334428	F2S4_160114_018_H01
SRR7334429	F2S4_160114_019_A01
SRR7334431	F2S4_160114_019_B01
SRR7334432	F2S4_160114_019_C01
SRR7334433	F2S4_160114_019_D01
SRR7334434	F2S4_160114_019_E01
SRR7334435	F2S4_160114_019_F01
SRR7334436	F2S4_160114_019_G01
SRR7334437	F2S4_160114_019_H01
SRR7327032	F2S4_160115_009_A01
SRR7327034	F2S4_160115_009_B01
SRR7327035	F2S4_160115_009_C01
SRR7327036	F2S4_160115_009_D01
SRR7327037	F2S4_160115_009_E01
SRR7327038	F2S4_160115_009_F01
SRR7327039	F2S4_160115_009_G01
SRR7327040	F2S4_160115_009_H01
SRR7327041	F2S4_160115_010_A01
SRR7327042	F2S4_160115_010_B01
SRR7327043	F2S4_160115_010_C01
SRR7327045	F2S4_160115_010_D01
SRR7327046	F2S4_160115_010_E01
SRR7327047	F2S4_160115_010_F01
SRR7327048	F2S4_160115_010_G01
SRR7327049	F2S4_160115_010_H01
SRR7327050	F2S4_160115_013_A01
SRR7327051	F2S4_160115_013_B01
SRR7327052	F2S4_160115_013_C01
SRR7327053	F2S4_160115_013_D01
SRR7327054	F2S4_160115_013_E01
SRR7327056	F2S4_160115_013_F01
SRR7327057	F2S4_160115_013_G01
SRR7327058	F2S4_160115_013_H01
SRR7323026	F0S4_160125_004_A01
SRR7323774	F0S4_160125_004_B01
SRR7323037	F0S4_160125_004_C01
SRR7323785	F0S4_160125_004_D01
SRR7322347	F0S4_160125_004_E01
SRR7322358	F0S4_160125_004_F01
SRR7322369	F0S4_160125_004_G01
SRR7322380	F0S4_160125_004_H01
SRR7327059	F2S4_160115_014_A01
SRR7327060	F2S4_160115_014_B01
SRR7327061	F2S4_160115_014_C01
SRR7327062	F2S4_160115_014_D01
SRR7327063	F2S4_160115_014_E01
SRR7327064	F2S4_160115_014_F01
SRR7327065	F2S4_160115_014_G01
SRR7327067	F2S4_160115_014_H01
SRR7327068	F2S4_160115_028_A01
SRR7327069	F2S4_160115_028_B01
SRR7327070	F2S4_160115_028_C01
SRR7327071	F2S4_160115_028_D01
SRR7327072	F2S4_160115_028_E01
SRR7327073	F2S4_160115_028_F01
SRR7327074	F2S4_160115_028_G01
SRR7327075	F2S4_160115_028_H01
SRR7327076	F2S4_160115_029_A01
SRR7327078	F2S4_160115_029_B01
SRR7327079	F2S4_160115_029_C01
SRR7327080	F2S4_160115_029_D01
SRR7327081	F2S4_160115_029_E01
SRR7327082	F2S4_160115_029_F01
SRR7327083	F2S4_160115_029_G01
SRR7327084	F2S4_160115_029_H01
SRR7327085	F2S4_160119_001_A01
SRR7327086	F2S4_160119_001_B01
SRR7327087	F2S4_160119_001_C01
SRR7327089	F2S4_160119_001_D01
SRR7327090	F2S4_160119_001_E01
SRR7327091	F2S4_160119_001_F01
SRR7327092	F2S4_160119_001_G01
SRR7327093	F2S4_160119_001_H01
SRR7327094	F2S4_160119_002_A01
SRR7327095	F2S4_160119_002_B01
SRR7327096	F2S4_160119_002_C01
SRR7327097	F2S4_160119_002_D01
SRR7327098	F2S4_160119_002_E01
SRR7327100	F2S4_160119_002_F01
SRR7327101	F2S4_160119_002_G01
SRR7327102	F2S4_160119_002_H01
SRR7332517	F2S4_160120_015_A01
SRR7332518	F2S4_160120_015_B01
SRR7332519	F2S4_160120_015_C01
SRR7332520	F2S4_160120_015_D01
SRR7332521	F2S4_160120_015_E01
SRR7332523	F2S4_160120_015_F01
SRR7332524	F2S4_160120_015_G01
SRR7332525	F2S4_160120_015_H01
SRR7332526	F2S4_160120_016_A01
SRR7332527	F2S4_160120_016_B01
SRR7332528	F2S4_160120_016_C01
SRR7332529	F2S4_160120_016_D01
SRR7332530	F2S4_160120_016_E01
SRR7332531	F2S4_160120_016_F01
SRR7332532	F2S4_160120_016_G01
SRR7332534	F2S4_160120_016_H01
SRR7332535	F2S4_160120_021_A01
SRR7332536	F2S4_160120_021_B01
SRR7332537	F2S4_160120_021_C01
SRR7332538	F2S4_160120_021_D01
SRR7332539	F2S4_160120_021_E01
SRR7332540	F2S4_160120_021_F01
SRR7332541	F2S4_160120_021_G01
SRR7332542	F2S4_160120_021_H01
SRR7327103	F2S4_160121_012_A01
SRR7327104	F2S4_160121_012_B01
SRR7327105	F2S4_160121_012_C01
SRR7327106	F2S4_160121_012_D01
SRR7327107	F2S4_160121_012_E01
SRR7327108	F2S4_160121_012_F01
SRR7327109	F2S4_160121_012_G01
SRR7327112	F2S4_160121_012_H01
SRR7327113	F2S4_160121_013_A01
SRR7327114	F2S4_160121_013_B01
SRR7327115	F2S4_160121_013_C01
SRR7327116	F2S4_160121_013_D01
SRR7327117	F2S4_160121_013_E01
SRR7327118	F2S4_160121_013_F01
SRR7327119	F2S4_160121_013_G01
SRR7327120	F2S4_160121_013_H01
SRR7327121	F2S4_160121_014_A01
SRR7327123	F2S4_160121_014_B01
SRR7327124	F2S4_160121_014_C01
SRR7327125	F2S4_160121_014_D01
SRR7327126	F2S4_160121_014_E01
SRR7327127	F2S4_160121_014_F01
SRR7327128	F2S4_160121_014_G01
SRR7327129	F2S4_160121_014_H01
SRR7323048	F0S4_150820_031_A01
SRR7323796	F0S4_150820_031_B01
SRR7323059	F0S4_150820_031_C01
SRR7323807	F0S4_150820_031_D01
SRR7322391	F0S4_150820_031_E01
SRR7322403	F0S4_150820_031_F01
SRR7322405	F0S4_150820_031_G01
SRR7322406	F0S4_150820_031_H01
SRR7332543	F2S4_160120_022_A01
SRR7332545	F2S4_160120_022_B01
SRR7332546	F2S4_160120_022_C01
SRR7332547	F2S4_160120_022_D01
SRR7332548	F2S4_160120_022_E01
SRR7332549	F2S4_160120_022_F01
SRR7332550	F2S4_160120_022_G01
SRR7332551	F2S4_160120_022_H01
SRR7332552	F2S4_160120_023_A01
SRR7332553	F2S4_160120_023_B01
SRR7332554	F2S4_160120_023_C01
SRR7332556	F2S4_160120_023_D01
SRR7332557	F2S4_160120_023_E01
SRR7332558	F2S4_160120_023_F01
SRR7332559	F2S4_160120_023_G01
SRR7332560	F2S4_160120_023_H01
SRR7332561	F2S4_160120_024_A01
SRR7332562	F2S4_160120_024_B01
SRR7332563	F2S4_160120_024_C01
SRR7332564	F2S4_160120_024_D01
SRR7332565	F2S4_160120_024_E01
SRR7332567	F2S4_160120_024_F01
SRR7332568	F2S4_160120_024_G01
SRR7332569	F2S4_160120_024_H01
SRR7332570	F2S4_160120_025_A01
SRR7332571	F2S4_160120_025_B01
SRR7332572	F2S4_160120_025_C01
SRR7332573	F2S4_160120_025_D01
SRR7332574	F2S4_160120_025_E01
SRR7332575	F2S4_160120_025_F01
SRR7332576	F2S4_160120_025_G01
SRR7332579	F2S4_160120_025_H01
SRR7332580	F2S4_160120_026_A01
SRR7332581	F2S4_160120_026_B01
SRR7332582	F2S4_160120_026_C01
SRR7332583	F2S4_160120_026_D01
SRR7332584	F2S4_160120_026_E01
SRR7332585	F2S4_160120_026_F01
SRR7332586	F2S4_160120_026_G01
SRR7332587	F2S4_160120_026_H01
SRR7332588	F2S4_160120_027_A01
SRR7332590	F2S4_160120_027_B01
SRR7332591	F2S4_160120_027_C01
SRR7332592	F2S4_160120_027_D01
SRR7332593	F2S4_160120_027_E01
SRR7332594	F2S4_160120_027_F01
SRR7332595	F2S4_160120_027_G01
SRR7332596	F2S4_160120_027_H01
SRR7332597	F2S4_160120_028_A01
SRR7332598	F2S4_160120_028_B01
SRR7332599	F2S4_160120_028_C01
SRR7332601	F2S4_160120_028_D01
SRR7332602	F2S4_160120_028_E01
SRR7332603	F2S4_160120_028_F01
SRR7332604	F2S4_160120_028_G01
SRR7332605	F2S4_160120_028_H01
SRR7327130	F2S4_160121_010_A01
SRR7327131	F2S4_160121_010_B01
SRR7327132	F2S4_160121_010_C01
SRR7327134	F2S4_160121_010_D01
SRR7327135	F2S4_160121_010_E01
SRR7327136	F2S4_160121_010_F01
SRR7327137	F2S4_160121_010_G01
SRR7327138	F2S4_160121_010_H01
SRR7327139	F2S4_160121_011_A01
SRR7327140	F2S4_160121_011_B01
SRR7327141	F2S4_160121_011_C01
SRR7327142	F2S4_160121_011_D01
SRR7327143	F2S4_160121_011_E01
SRR7327145	F2S4_160121_011_F01
SRR7327146	F2S4_160121_011_G01
SRR7327147	F2S4_160121_011_H01
SRR7327148	F2S4_160121_017_A01
SRR7327149	F2S4_160121_017_B01
SRR7327150	F2S4_160121_017_C01
SRR7327151	F2S4_160121_017_D01
SRR7327152	F2S4_160121_017_E01
SRR7327153	F2S4_160121_017_F01
SRR7327154	F2S4_160121_017_G01
SRR7327156	F2S4_160121_017_H01
SRR7327157	F2S4_160121_018_A01
SRR7327158	F2S4_160121_018_B01
SRR7327159	F2S4_160121_018_C01
SRR7327160	F2S4_160121_018_D01
SRR7327161	F2S4_160121_018_E01
SRR7327162	F2S4_160121_018_F01
SRR7327163	F2S4_160121_018_G01
SRR7327164	F2S4_160121_018_H01
SRR7323070	F0S4_160125_005_A01
SRR7323818	F0S4_160125_005_B01
SRR7323081	F0S4_160125_005_C01
SRR7323829	F0S4_160125_005_D01
SRR7322407	F0S4_160125_005_E01
SRR7322408	F0S4_160125_005_F01
SRR7322409	F0S4_160125_005_G01
SRR7322410	F0S4_160125_005_H01
SRR7327165	F2S4_160121_019_A01
SRR7327167	F2S4_160121_019_B01
SRR7327168	F2S4_160121_019_C01
SRR7327169	F2S4_160121_019_D01
SRR7327170	F2S4_160121_019_E01
SRR7327171	F2S4_160121_019_F01
SRR7327172	F2S4_160121_019_G01
SRR7327173	F2S4_160121_019_H01
SRR7335470	F2S4_160126_005_A01
SRR7335471	F2S4_160126_005_B01
SRR7335472	F2S4_160126_005_C01
SRR7335474	F2S4_160126_005_D01
SRR7335475	F2S4_160126_005_E01
SRR7335476	F2S4_160126_005_F01
SRR7335477	F2S4_160126_005_G01
SRR7335478	F2S4_160126_005_H01
SRR7335479	F2S4_160126_006_A01
SRR7335480	F2S4_160126_006_B01
SRR7335481	F2S4_160126_006_C01
SRR7335482	F2S4_160126_006_D01
SRR7335483	F2S4_160126_006_E01
SRR7335485	F2S4_160126_006_F01
SRR7335486	F2S4_160126_006_G01
SRR7335487	F2S4_160126_006_H01
SRR7335488	F2S4_160126_011_A01
SRR7335489	F2S4_160126_011_B01
SRR7335490	F2S4_160126_011_C01
SRR7335491	F2S4_160126_011_D01
SRR7335492	F2S4_160126_011_E01
SRR7335493	F2S4_160126_011_F01
SRR7335494	F2S4_160126_011_G01
SRR7335496	F2S4_160126_011_H01
SRR7335497	F2S4_160126_012_A01
SRR7335498	F2S4_160126_012_B01
SRR7335499	F2S4_160126_012_C01
SRR7335500	F2S4_160126_012_D01
SRR7335501	F2S4_160126_012_E01
SRR7335502	F2S4_160126_012_F01
SRR7335503	F2S4_160126_012_G01
SRR7335504	F2S4_160126_012_H01
SRR7335505	F2S4_160127_019_A01
SRR7335507	F2S4_160127_019_B01
SRR7335508	F2S4_160127_019_C01
SRR7335509	F2S4_160127_019_D01
SRR7335510	F2S4_160127_019_E01
SRR7335511	F2S4_160127_019_F01
SRR7335512	F2S4_160127_019_G01
SRR7335513	F2S4_160127_019_H01
SRR7335514	F2S4_160127_020_E01
SRR7335515	F2S4_160127_020_F01
SRR7335516	F2S4_160127_020_G01
SRR7335519	F2S4_160127_020_H01
SRR7335520	F2S4_160128_019_A01
SRR7335521	F2S4_160128_019_B01
SRR7335522	F2S4_160128_019_C01
SRR7335523	F2S4_160128_019_D01
SRR7335524	F2S4_160128_019_E01
SRR7335525	F2S4_160128_019_F01
SRR7335526	F2S4_160128_019_G01
SRR7335527	F2S4_160128_019_H01
SRR7335528	F2S4_160128_020_A01
SRR7335530	F2S4_160128_020_B01
SRR7335531	F2S4_160128_020_C01
SRR7335532	F2S4_160128_020_D01
SRR7335533	F2S4_160128_020_E01
SRR7335534	F2S4_160128_020_F01
SRR7335535	F2S4_160128_020_G01
SRR7335536	F2S4_160128_020_H01
SRR7335537	F2S4_160129_001_A01
SRR7335538	F2S4_160129_001_B01
SRR7335539	F2S4_160129_001_C01
SRR7335541	F2S4_160129_001_D01
SRR7335542	F2S4_160129_001_E01
SRR7335543	F2S4_160129_001_F01
SRR7335544	F2S4_160129_001_G01
SRR7335545	F2S4_160129_001_H01
SRR7335546	F2S4_160129_002_A01
SRR7335547	F2S4_160129_002_B01
SRR7335548	F2S4_160129_002_C01
SRR7335549	F2S4_160129_002_D01
SRR7335550	F2S4_160129_002_E01
SRR7335552	F2S4_160129_002_F01
SRR7335553	F2S4_160129_002_G01
SRR7335554	F2S4_160129_002_H01
SRR7323092	F0S4_150820_032_A01
SRR7323840	F0S4_150820_032_B01
SRR7323104	F0S4_150820_032_C01
SRR7323852	F0S4_150820_032_D01
SRR7322411	F0S4_150820_032_E01
SRR7322412	F0S4_150820_032_F01
SRR7322413	F0S4_150820_032_G01
SRR7322415	F0S4_150820_032_H01
SRR7320167	F2S4_160201_001_A01
SRR7320278	F2S4_160201_001_B01
SRR7320290	F2S4_160201_001_C01
SRR7320301	F2S4_160201_001_D01
SRR7320312	F2S4_160201_001_E01
SRR7320323	F2S4_160201_001_F01
SRR7320334	F2S4_160201_001_G01
SRR7320345	F2S4_160201_001_H01
SRR7320356	F2S4_160201_004_A01
SRR7320168	F2S4_160201_004_B01
SRR7320179	F2S4_160201_004_C01
SRR7320190	F2S4_160201_004_D01
SRR7320201	F2S4_160201_004_E01
SRR7320212	F2S4_160201_004_F01
SRR7320223	F2S4_160201_004_G01
SRR7320234	F2S4_160201_004_H01
SRR7320245	F2S4_160201_005_A01
SRR7320256	F2S4_160201_005_B01
SRR7320267	F2S4_160201_005_C01
SRR7320279	F2S4_160201_005_D01
SRR7320281	F2S4_160201_005_E01
SRR7320282	F2S4_160201_005_F01
SRR7320283	F2S4_160201_005_G01
SRR7320284	F2S4_160201_005_H01
SRR7320285	F2S4_160202_001_A01
SRR7320286	F2S4_160202_001_B01
SRR7320287	F2S4_160202_001_C01
SRR7320288	F2S4_160202_001_D01
SRR7320289	F2S4_160202_001_E01
SRR7320291	F2S4_160202_001_F01
SRR7320292	F2S4_160202_001_G01
SRR7320293	F2S4_160202_001_H01
SRR7320294	F2S4_160202_002_A01
SRR7320295	F2S4_160202_002_B01
SRR7320296	F2S4_160202_002_C01
SRR7320297	F2S4_160202_002_D01
SRR7320298	F2S4_160202_002_E01
SRR7320299	F2S4_160202_002_F01
SRR7320300	F2S4_160202_002_G01
SRR7320302	F2S4_160202_002_H01
SRR7320303	F2S4_160202_007_A01
SRR7320304	F2S4_160202_007_B01
SRR7320305	F2S4_160202_007_C01
SRR7320306	F2S4_160202_007_D01
SRR7320307	F2S4_160202_007_E01
SRR7320308	F2S4_160202_007_F01
SRR7320309	F2S4_160202_007_G01
SRR7320310	F2S4_160202_007_H01
