Cell	CellType	Name	gSetType
GSM2660208	Sst.Pnoc.Pvalb	Shaul	Sst.Pnoc.Pvalb
GSM2660375	Sst.Pnoc.Pvalb	Sylvanna	Sst.Pnoc.Pvalb
GSM2660431	Sst.Pnoc.Pvalb	Jaleeah	Sst.Pnoc.Pvalb
GSM2660679	Sst.Pnoc.Pvalb	Lilou	Sst.Pnoc.Pvalb
GSM2660726	Sst.Pnoc.Pvalb	Kyren	Sst.Pnoc.Pvalb
GSM2660921	Sst.Pnoc.Pvalb	Dinora	Sst.Pnoc.Pvalb
GSM2661098	Sst.Pnoc.Pvalb	Kanyia	Sst.Pnoc.Pvalb
GSM2661130	Sst.Pnoc.Pvalb	Madox	Sst.Pnoc.Pvalb
GSM2661426	Sst.Pnoc.Pvalb	Royden	Sst.Pnoc.Pvalb
GSM2661714	Sst.Pnoc.Pvalb	Jakarri	Sst.Pnoc.Pvalb
GSM2662064	Sst.Pnoc.Pvalb	Majid	Sst.Pnoc.Pvalb
GSM2662097	Sst.Pnoc.Pvalb	Hayleigh	Sst.Pnoc.Pvalb
GSM2662182	Sst.Pnoc.Pvalb	Kaila	Sst.Pnoc.Pvalb
GSM2662506	Sst.Pnoc.Pvalb	Lysette	Sst.Pnoc.Pvalb
GSM2663094	Sst.Pnoc.Pvalb	Anzleigh	Sst.Pnoc.Pvalb
GSM2663211	Sst.Pnoc.Pvalb	Breeah	Sst.Pnoc.Pvalb
GSM2657641	Sst.Pnoc.Pvalb	Cheri	Sst.Pnoc.Pvalb
GSM2658890	Sst.Pnoc.Pvalb	Branden	Sst.Pnoc.Pvalb
GSM2659399	Sst.Pnoc.Pvalb	Maniyah	Sst.Pnoc.Pvalb
GSM2659949	Sst.Pnoc.Pvalb	Preslie	Sst.Pnoc.Pvalb
GSM2660102	Sst.Pnoc.Pvalb	Tallan	Sst.Pnoc.Pvalb
GSM2661231	Sst.Pnoc.Pvalb	Westly	Sst.Pnoc.Pvalb
GSM2661338	Sst.Pnoc.Pvalb	Manreet	Sst.Pnoc.Pvalb
GSM2661465	Sst.Pnoc.Pvalb	Ben	Sst.Pnoc.Pvalb
GSM2661955	Sst.Pnoc.Pvalb	Erek	Sst.Pnoc.Pvalb
GSM2662629	Sst.Pnoc.Pvalb	Grisel	Sst.Pnoc.Pvalb
GSM2662864	Sst.Pnoc.Pvalb	Renan	Sst.Pnoc.Pvalb
GSM2663045	Sst.Pnoc.Pvalb	Zenon	Sst.Pnoc.Pvalb
GSM2663169	Sst.Pnoc.Pvalb	Margaret	Sst.Pnoc.Pvalb
GSM2663458	Sst.Pnoc.Pvalb	Rhiann	Sst.Pnoc.Pvalb
GSM2658274	Sst.Pnoc.Pvalb	Asiah	Sst.Pnoc.Pvalb
GSM2659281	Sst.Pnoc.Pvalb	Kaedyn	Sst.Pnoc.Pvalb
GSM2661400	Sst.Pnoc.Pvalb	Deandra	Sst.Pnoc.Pvalb
GSM2661987	Sst.Pnoc.Pvalb	Mak	Sst.Pnoc.Pvalb
GSM2662197	Sst.Pnoc.Pvalb	Vinicio	Sst.Pnoc.Pvalb
GSM2662235	Sst.Pnoc.Pvalb	Arly	Sst.Pnoc.Pvalb
GSM2662710	Sst.Pnoc.Pvalb	Jamien	Sst.Pnoc.Pvalb
GSM2663075	Sst.Pnoc.Pvalb	Tynia	Sst.Pnoc.Pvalb
GSM2663540	Sst.Pnoc.Pvalb	Mirren	Sst.Pnoc.Pvalb
GSM2658143	Sst.Pnoc.Pvalb	Rakim	Sst.Pnoc.Pvalb
GSM2658464	Sst.Pnoc.Pvalb	Keyoni	Sst.Pnoc.Pvalb
GSM2659498	Sst.Pnoc.Pvalb	Sarye	Sst.Pnoc.Pvalb
GSM2661232	Sst.Pnoc.Pvalb	Russ	Sst.Pnoc.Pvalb
GSM2661539	Sst.Pnoc.Pvalb	Aalea	Sst.Pnoc.Pvalb
GSM2662770	Sst.Pnoc.Pvalb	Gennaro	Sst.Pnoc.Pvalb
GSM2662951	Sst.Pnoc.Pvalb	Jeslynn	Sst.Pnoc.Pvalb
GSM2660768	Sst.Pnoc.Pvalb	Nadezhda	Sst.Pnoc.Pvalb
GSM2661702	Sst.Pnoc.Pvalb	Dorismar	Sst.Pnoc.Pvalb
GSM2663221	Sst.Pnoc.Pvalb	Ajae	Sst.Pnoc.Pvalb
GSM2658517	Sst.Pnoc.Calb1.Pvalb	Delisa	Sst.Pnoc.Calb1.Pvalb
GSM2658584	Sst.Pnoc.Calb1.Pvalb	Jaylenne	Sst.Pnoc.Calb1.Pvalb
GSM2660304		Vianey	Sst.Pnoc.Calb1.Pvalb
GSM2660624	Sst.Pnoc.Calb1.Pvalb	Analah	Sst.Pnoc.Calb1.Pvalb
GSM2661373	Sst.Pnoc.Calb1.Pvalb	Neamiah	Sst.Pnoc.Calb1.Pvalb
GSM2661637	Sst.Pnoc.Calb1.Pvalb	Poorvi	Sst.Pnoc.Calb1.Pvalb
GSM2662057	Sst.Pnoc.Calb1.Pvalb	Qadir	Sst.Pnoc.Calb1.Pvalb
GSM2662199	Sst.Pnoc.Calb1.Pvalb	Saulo	Sst.Pnoc.Calb1.Pvalb
GSM2662411	Sst.Pnoc.Calb1.Pvalb	Rigo	Sst.Pnoc.Calb1.Pvalb
GSM2663428	Sst.Pnoc.Calb1.Pvalb	Jiali	Sst.Pnoc.Calb1.Pvalb
GSM2659419	Sst.Pnoc.Calb1.Pvalb	Karthikeya	Sst.Pnoc.Calb1.Pvalb
GSM2659470	Sst.Pnoc.Calb1.Pvalb	Kaiven	Sst.Pnoc.Calb1.Pvalb
GSM2659583	Sst.Pnoc.Calb1.Pvalb	Azria	Sst.Pnoc.Calb1.Pvalb
GSM2659622	Sst.Pnoc.Calb1.Pvalb	Khy	Sst.Pnoc.Calb1.Pvalb
GSM2660223	Sst.Pnoc.Calb1.Pvalb	Adianna	Sst.Pnoc.Calb1.Pvalb
GSM2661197	Sst.Pnoc.Calb1.Pvalb	Elmer	Sst.Pnoc.Calb1.Pvalb
GSM2661436	Sst.Pnoc.Calb1.Pvalb	Khassidy	Sst.Pnoc.Calb1.Pvalb
GSM2661997	Sst.Pnoc.Calb1.Pvalb	Hershy	Sst.Pnoc.Calb1.Pvalb
GSM2662412	Sst.Pnoc.Calb1.Pvalb	Blaiden	Sst.Pnoc.Calb1.Pvalb
GSM2659265	Sst.Pnoc.Calb1.Pvalb	Zien	Sst.Pnoc.Calb1.Pvalb
GSM2659311	Sst.Pnoc.Calb1.Pvalb	Jerod	Sst.Pnoc.Calb1.Pvalb
GSM2659575	Sst.Pnoc.Calb1.Pvalb	Sinjin	Sst.Pnoc.Calb1.Pvalb
GSM2659692	Sst.Pnoc.Calb1.Pvalb	Ison	Sst.Pnoc.Calb1.Pvalb
GSM2659693	Sst.Pnoc.Calb1.Pvalb	Dixon	Sst.Pnoc.Calb1.Pvalb
GSM2660210	Sst.Pnoc.Calb1.Pvalb	Greylyn	Sst.Pnoc.Calb1.Pvalb
GSM2660228	Sst.Pnoc.Calb1.Pvalb	Elize	Sst.Pnoc.Calb1.Pvalb
GSM2660253	Sst.Pnoc.Calb1.Pvalb	Lydell	Sst.Pnoc.Calb1.Pvalb
GSM2660361	Sst.Pnoc.Calb1.Pvalb	Kiralyn	Sst.Pnoc.Calb1.Pvalb
GSM2660453	Sst.Pnoc.Calb1.Pvalb	Ronel	Sst.Pnoc.Calb1.Pvalb
GSM2660506	Sst.Pnoc.Calb1.Pvalb	Angie	Sst.Pnoc.Calb1.Pvalb
GSM2660660	Sst.Pnoc.Calb1.Pvalb	Abrielle	Sst.Pnoc.Calb1.Pvalb
GSM2660784	Sst.Pnoc.Calb1.Pvalb	Zimri	Sst.Pnoc.Calb1.Pvalb
GSM2660793	Sst.Pnoc.Calb1.Pvalb	Camani	Sst.Pnoc.Calb1.Pvalb
GSM2661137	Sst.Pnoc.Calb1.Pvalb	Sayra	Sst.Pnoc.Calb1.Pvalb
GSM2661155	Sst.Pnoc.Calb1.Pvalb	Teven	Sst.Pnoc.Calb1.Pvalb
GSM2661171	Sst.Pnoc.Calb1.Pvalb	Jamaurie	Sst.Pnoc.Calb1.Pvalb
GSM2661255	Sst.Pnoc.Calb1.Pvalb	Amarr	Sst.Pnoc.Calb1.Pvalb
GSM2661446	Sst.Pnoc.Calb1.Pvalb	Hyacinth	Sst.Pnoc.Calb1.Pvalb
GSM2661569	Sst.Pnoc.Calb1.Pvalb	Esa	Sst.Pnoc.Calb1.Pvalb
GSM2662287	Sst.Pnoc.Calb1.Pvalb	Randa	Sst.Pnoc.Calb1.Pvalb
GSM2662330	Sst.Pnoc.Calb1.Pvalb	Sayan	Sst.Pnoc.Calb1.Pvalb
GSM2662389	Sst.Pnoc.Calb1.Pvalb	Kree	Sst.Pnoc.Calb1.Pvalb
GSM2662452	Sst.Pnoc.Calb1.Pvalb	Gyasi	Sst.Pnoc.Calb1.Pvalb
GSM2662474	Sst.Pnoc.Calb1.Pvalb	Marbella	Sst.Pnoc.Calb1.Pvalb
GSM2662601	Sst.Pnoc.Calb1.Pvalb	Tlaloc	Sst.Pnoc.Calb1.Pvalb
GSM2662702	Sst.Pnoc.Calb1.Pvalb	Salene	Sst.Pnoc.Calb1.Pvalb
GSM2662794	Sst.Pnoc.Calb1.Pvalb	Tallulah	Sst.Pnoc.Calb1.Pvalb
GSM2663470	Sst.Pnoc.Calb1.Pvalb	Derron	Sst.Pnoc.Calb1.Pvalb
GSM2663579	Sst.Pnoc.Calb1.Pvalb	Tigerlily	Sst.Pnoc.Calb1.Pvalb
GSM2658109	Sst.Pnoc.Calb1.Pvalb	Aayat	Sst.Pnoc.Calb1.Pvalb
GSM2659069	Sst.Pnoc.Calb1.Pvalb	Arina	Sst.Pnoc.Calb1.Pvalb
GSM2659139	Sst.Pnoc.Calb1.Pvalb	Vinay	Sst.Pnoc.Calb1.Pvalb
GSM2659146	Sst.Pnoc.Calb1.Pvalb	Kahlan	Sst.Pnoc.Calb1.Pvalb
GSM2659306	Sst.Pnoc.Calb1.Pvalb	Averly	Sst.Pnoc.Calb1.Pvalb
GSM2659343	Sst.Pnoc.Calb1.Pvalb	Loreen	Sst.Pnoc.Calb1.Pvalb
GSM2659454	Sst.Pnoc.Calb1.Pvalb	Ramier	Sst.Pnoc.Calb1.Pvalb
GSM2659613	Sst.Pnoc.Calb1.Pvalb	Prentiss	Sst.Pnoc.Calb1.Pvalb
GSM2659635	Sst.Pnoc.Calb1.Pvalb	Zailee	Sst.Pnoc.Calb1.Pvalb
GSM2659779	Sst.Pnoc.Calb1.Pvalb	Laylani	Sst.Pnoc.Calb1.Pvalb
GSM2659827	Sst.Pnoc.Calb1.Pvalb	Temesgen	Sst.Pnoc.Calb1.Pvalb
GSM2659888	Sst.Pnoc.Calb1.Pvalb	Kammie	Sst.Pnoc.Calb1.Pvalb
GSM2660015	Sst.Pnoc.Calb1.Pvalb	Erielle	Sst.Pnoc.Calb1.Pvalb
GSM2660066	Sst.Pnoc.Calb1.Pvalb	Liliannah	Sst.Pnoc.Calb1.Pvalb
GSM2660112	Sst.Pnoc.Calb1.Pvalb	Kobie	Sst.Pnoc.Calb1.Pvalb
GSM2660205	Sst.Pnoc.Calb1.Pvalb	Kashvi	Sst.Pnoc.Calb1.Pvalb
GSM2660212	Sst.Pnoc.Calb1.Pvalb	Zye	Sst.Pnoc.Calb1.Pvalb
GSM2660286	Sst.Pnoc.Calb1.Pvalb	Kesleigh	Sst.Pnoc.Calb1.Pvalb
GSM2660290	Sst.Pnoc.Calb1.Pvalb	Tameah	Sst.Pnoc.Calb1.Pvalb
GSM2660312	Sst.Pnoc.Calb1.Pvalb	Ashely	Sst.Pnoc.Calb1.Pvalb
GSM2660573	Sst.Pnoc.Calb1.Pvalb	Abbigail	Sst.Pnoc.Calb1.Pvalb
GSM2660630	Sst.Pnoc.Calb1.Pvalb	Nabella	Sst.Pnoc.Calb1.Pvalb
GSM2660683	Sst.Pnoc.Calb1.Pvalb	Slater	Sst.Pnoc.Calb1.Pvalb
GSM2660752	Sst.Pnoc.Calb1.Pvalb	Erva	Sst.Pnoc.Calb1.Pvalb
GSM2660820	Sst.Pnoc.Calb1.Pvalb	Miangel	Sst.Pnoc.Calb1.Pvalb
GSM2661068	Sst.Pnoc.Calb1.Pvalb	Zamia	Sst.Pnoc.Calb1.Pvalb
GSM2661103	Sst.Pnoc.Calb1.Pvalb	Jenesis	Sst.Pnoc.Calb1.Pvalb
GSM2661141	Sst.Pnoc.Calb1.Pvalb	Lali	Sst.Pnoc.Calb1.Pvalb
GSM2661194	Sst.Pnoc.Calb1.Pvalb	Daviah	Sst.Pnoc.Calb1.Pvalb
GSM2661258	Sst.Pnoc.Calb1.Pvalb	Lusia	Sst.Pnoc.Calb1.Pvalb
GSM2661358	Sst.Pnoc.Calb1.Pvalb	Alfonso	Sst.Pnoc.Calb1.Pvalb
GSM2661684	Sst.Pnoc.Calb1.Pvalb	Masud	Sst.Pnoc.Calb1.Pvalb
GSM2661686	Sst.Pnoc.Calb1.Pvalb	Corrigan	Sst.Pnoc.Calb1.Pvalb
GSM2661762	Sst.Pnoc.Calb1.Pvalb	Tito	Sst.Pnoc.Calb1.Pvalb
GSM2661892	Sst.Pnoc.Calb1.Pvalb	Kearsten	Sst.Pnoc.Calb1.Pvalb
GSM2661924	Sst.Pnoc.Calb1.Pvalb	Kenzly	Sst.Pnoc.Calb1.Pvalb
GSM2662273	Sst.Pnoc.Calb1.Pvalb	Mursal	Sst.Pnoc.Calb1.Pvalb
GSM2662352	Sst.Pnoc.Calb1.Pvalb	Maralynn	Sst.Pnoc.Calb1.Pvalb
GSM2662354	Sst.Pnoc.Calb1.Pvalb	Vianca	Sst.Pnoc.Calb1.Pvalb
GSM2662589	Sst.Pnoc.Calb1.Pvalb	Kileah	Sst.Pnoc.Calb1.Pvalb
GSM2662703	Sst.Pnoc.Calb1.Pvalb	Jazzilyn	Sst.Pnoc.Calb1.Pvalb
GSM2662845	Sst.Pnoc.Calb1.Pvalb	Adhira	Sst.Pnoc.Calb1.Pvalb
GSM2662853	Sst.Pnoc.Calb1.Pvalb	Rosealynn	Sst.Pnoc.Calb1.Pvalb
GSM2662908	Sst.Pnoc.Calb1.Pvalb	Theodora	Sst.Pnoc.Calb1.Pvalb
GSM2663085	Sst.Pnoc.Calb1.Pvalb	Osborn	Sst.Pnoc.Calb1.Pvalb
GSM2663093	Sst.Pnoc.Calb1.Pvalb	Leyna	Sst.Pnoc.Calb1.Pvalb
GSM2663100	Sst.Pnoc.Calb1.Pvalb	Tyric	Sst.Pnoc.Calb1.Pvalb
GSM2663115	Sst.Pnoc.Calb1.Pvalb	Abdurraheem	Sst.Pnoc.Calb1.Pvalb
GSM2663304	Sst.Pnoc.Calb1.Pvalb	Zevi	Sst.Pnoc.Calb1.Pvalb
GSM2663654	Sst.Pnoc.Calb1.Pvalb	Leihla	Sst.Pnoc.Calb1.Pvalb
GSM2656867	Sst.Pnoc.Calb1.Pvalb	Anel	Sst.Pnoc.Calb1.Pvalb
GSM2658918	Sst.Pnoc.Calb1.Pvalb	Lakendra	Sst.Pnoc.Calb1.Pvalb
GSM2659174	Sst.Pnoc.Calb1.Pvalb	Winter	Sst.Pnoc.Calb1.Pvalb
GSM2659349	Sst.Pnoc.Calb1.Pvalb	Thi	Sst.Pnoc.Calb1.Pvalb
GSM2659554	Sst.Pnoc.Calb1.Pvalb	Yarelie	Sst.Pnoc.Calb1.Pvalb
GSM2659576	Sst.Pnoc.Calb1.Pvalb	Suliman	Sst.Pnoc.Calb1.Pvalb
GSM2659649	Sst.Pnoc.Calb1.Pvalb	Alissandra	Sst.Pnoc.Calb1.Pvalb
GSM2659772	Sst.Pnoc.Calb1.Pvalb	Syanne	Sst.Pnoc.Calb1.Pvalb
GSM2659865	Sst.Pnoc.Calb1.Pvalb	Gershom	Sst.Pnoc.Calb1.Pvalb
GSM2659924	Sst.Pnoc.Calb1.Pvalb	Demarcos	Sst.Pnoc.Calb1.Pvalb
GSM2660164	Sst.Pnoc.Calb1.Pvalb	Darek	Sst.Pnoc.Calb1.Pvalb
GSM2660169	Sst.Pnoc.Calb1.Pvalb	Jeremah	Sst.Pnoc.Calb1.Pvalb
GSM2660324	Sst.Pnoc.Calb1.Pvalb	Shariff	Sst.Pnoc.Calb1.Pvalb
GSM2660350	Sst.Pnoc.Calb1.Pvalb	Rosalynne	Sst.Pnoc.Calb1.Pvalb
GSM2660406	Sst.Pnoc.Calb1.Pvalb	Murdoc	Sst.Pnoc.Calb1.Pvalb
GSM2660420	Sst.Pnoc.Calb1.Pvalb	Damier	Sst.Pnoc.Calb1.Pvalb
GSM2660519	Sst.Pnoc.Calb1.Pvalb	Ghassan	Sst.Pnoc.Calb1.Pvalb
GSM2660698	Sst.Pnoc.Calb1.Pvalb	Providence	Sst.Pnoc.Calb1.Pvalb
GSM2660937	Sst.Pnoc.Calb1.Pvalb	Laelah	Sst.Pnoc.Calb1.Pvalb
GSM2660984	Sst.Pnoc.Calb1.Pvalb	Gretchen	Sst.Pnoc.Calb1.Pvalb
GSM2661032	Sst.Pnoc.Calb1.Pvalb	Chambers	Sst.Pnoc.Calb1.Pvalb
GSM2661316	Sst.Pnoc.Calb1.Pvalb	Astor	Sst.Pnoc.Calb1.Pvalb
GSM2661332	Sst.Pnoc.Calb1.Pvalb	Omera	Sst.Pnoc.Calb1.Pvalb
GSM2661442	Sst.Pnoc.Calb1.Pvalb	Jenevieve	Sst.Pnoc.Calb1.Pvalb
GSM2661584	Sst.Pnoc.Calb1.Pvalb	Hendley	Sst.Pnoc.Calb1.Pvalb
GSM2661936	Sst.Pnoc.Calb1.Pvalb	Yosiel	Sst.Pnoc.Calb1.Pvalb
GSM2662052	Sst.Pnoc.Calb1.Pvalb	Julyssa	Sst.Pnoc.Calb1.Pvalb
GSM2662054	Sst.Pnoc.Calb1.Pvalb	Robinson	Sst.Pnoc.Calb1.Pvalb
GSM2662079	Sst.Pnoc.Calb1.Pvalb	Ruchoma	Sst.Pnoc.Calb1.Pvalb
GSM2662192	Sst.Pnoc.Calb1.Pvalb	Naquan	Sst.Pnoc.Calb1.Pvalb
GSM2662272	Sst.Pnoc.Calb1.Pvalb	Eithan	Sst.Pnoc.Calb1.Pvalb
GSM2662331	Sst.Pnoc.Calb1.Pvalb	Ensley	Sst.Pnoc.Calb1.Pvalb
GSM2662356	Sst.Pnoc.Calb1.Pvalb	Haru	Sst.Pnoc.Calb1.Pvalb
GSM2662385	Sst.Pnoc.Calb1.Pvalb	Tiah	Sst.Pnoc.Calb1.Pvalb
GSM2662421	Sst.Pnoc.Calb1.Pvalb	Lavaughn	Sst.Pnoc.Calb1.Pvalb
GSM2662457	Sst.Pnoc.Calb1.Pvalb	Thornton	Sst.Pnoc.Calb1.Pvalb
GSM2662524	Sst.Pnoc.Calb1.Pvalb	Cymphony	Sst.Pnoc.Calb1.Pvalb
GSM2662602	Sst.Pnoc.Calb1.Pvalb	Maryuri	Sst.Pnoc.Calb1.Pvalb
GSM2662679	Sst.Pnoc.Calb1.Pvalb	Dartanian	Sst.Pnoc.Calb1.Pvalb
GSM2662774	Sst.Pnoc.Calb1.Pvalb	Aleczander	Sst.Pnoc.Calb1.Pvalb
GSM2662817	Sst.Pnoc.Calb1.Pvalb	Shahadah	Sst.Pnoc.Calb1.Pvalb
GSM2662836	Sst.Pnoc.Calb1.Pvalb	Cataleya	Sst.Pnoc.Calb1.Pvalb
GSM2662847	Sst.Pnoc.Calb1.Pvalb	Rayshad	Sst.Pnoc.Calb1.Pvalb
GSM2662887	Sst.Pnoc.Calb1.Pvalb	Jahzion	Sst.Pnoc.Calb1.Pvalb
GSM2662943	Sst.Pnoc.Calb1.Pvalb	Caylyn	Sst.Pnoc.Calb1.Pvalb
GSM2662981	Sst.Pnoc.Calb1.Pvalb	Amyree	Sst.Pnoc.Calb1.Pvalb
GSM2662984	Sst.Pnoc.Calb1.Pvalb	Jaia	Sst.Pnoc.Calb1.Pvalb
GSM2663138	Sst.Pnoc.Calb1.Pvalb	Khylee	Sst.Pnoc.Calb1.Pvalb
GSM2663149	Sst.Pnoc.Calb1.Pvalb	Zayvier	Sst.Pnoc.Calb1.Pvalb
GSM2663245	Sst.Pnoc.Calb1.Pvalb	Iyona	Sst.Pnoc.Calb1.Pvalb
GSM2663314	Sst.Pnoc.Calb1.Pvalb	Zaniya	Sst.Pnoc.Calb1.Pvalb
GSM2663443	Sst.Pnoc.Calb1.Pvalb	Rubyjane	Sst.Pnoc.Calb1.Pvalb
GSM2663450	Sst.Pnoc.Calb1.Pvalb	Karyssa	Sst.Pnoc.Calb1.Pvalb
GSM2663525	Sst.Pnoc.Calb1.Pvalb	Dolores	Sst.Pnoc.Calb1.Pvalb
GSM2663628	Sst.Pnoc.Calb1.Pvalb	Zaylee	Sst.Pnoc.Calb1.Pvalb
GSM2663646	Sst.Pnoc.Calb1.Pvalb	Jessah	Sst.Pnoc.Calb1.Pvalb
GSM2659939	Sst.Pnoc.Calb1.Pvalb	Kyrah	Sst.Pnoc.Calb1.Pvalb
GSM2661312	Sst.Pnoc.Calb1.Pvalb	Taavi	Sst.Pnoc.Calb1.Pvalb
GSM2663680	Sst.Pnoc.Calb1.Pvalb	Ryhanna	Sst.Pnoc.Calb1.Pvalb
GSM2663293	Sst.Pnoc.Calb1.Igfbp5	Jersei	Sst.Pnoc.Calb1.Igfbp5
GSM2656973	Sst.Pnoc.Calb1.Igfbp5	Raeah	Sst.Pnoc.Calb1.Igfbp5
GSM2662298	Sst.Pnoc.Calb1.Igfbp5	Isabela	Sst.Pnoc.Calb1.Igfbp5
GSM2657701	Sst.Pnoc.Calb1.Igfbp5	Taylinn	Sst.Pnoc.Calb1.Igfbp5
GSM2658910	Sst.Pnoc.Calb1.Igfbp5	Kambria	Sst.Pnoc.Calb1.Igfbp5
GSM2659226	Sst.Pnoc.Calb1.Igfbp5	Sparsh	Sst.Pnoc.Calb1.Igfbp5
GSM2659275	Sst.Pnoc.Calb1.Igfbp5	Edwyn	Sst.Pnoc.Calb1.Igfbp5
GSM2659290	Sst.Pnoc.Calb1.Igfbp5	Vashawn	Sst.Pnoc.Calb1.Igfbp5
GSM2659640	Sst.Pnoc.Calb1.Igfbp5	Saniaa	Sst.Pnoc.Calb1.Igfbp5
GSM2659743	Sst.Pnoc.Calb1.Igfbp5	Libbi	Sst.Pnoc.Calb1.Igfbp5
GSM2660236	Sst.Pnoc.Calb1.Igfbp5	Wendi	Sst.Pnoc.Calb1.Igfbp5
GSM2660405	Sst.Pnoc.Calb1.Igfbp5	Jacionna	Sst.Pnoc.Calb1.Igfbp5
GSM2660742	Sst.Pnoc.Calb1.Igfbp5	Acea	Sst.Pnoc.Calb1.Igfbp5
GSM2660746	Sst.Pnoc.Calb1.Igfbp5	Farren	Sst.Pnoc.Calb1.Igfbp5
GSM2661236	Sst.Pnoc.Calb1.Igfbp5	Emie	Sst.Pnoc.Calb1.Igfbp5
GSM2662089	Sst.Pnoc.Calb1.Igfbp5	Veronika	Sst.Pnoc.Calb1.Igfbp5
GSM2662166	Sst.Pnoc.Calb1.Igfbp5	Aydian	Sst.Pnoc.Calb1.Igfbp5
GSM2658116	Sst.Pnoc.Calb1.Igfbp5	Ki	Sst.Pnoc.Calb1.Igfbp5
GSM2658499	Sst.Pnoc.Calb1.Igfbp5	Jezlyn	Sst.Pnoc.Calb1.Igfbp5
GSM2658862	Sst.Pnoc.Calb1.Igfbp5	Demian	Sst.Pnoc.Calb1.Igfbp5
GSM2659148	Sst.Pnoc.Calb1.Igfbp5	Cabela	Sst.Pnoc.Calb1.Igfbp5
GSM2659155	Sst.Pnoc.Calb1.Igfbp5	Janya	Sst.Pnoc.Calb1.Igfbp5
GSM2659169	Sst.Pnoc.Calb1.Igfbp5	Kalie	Sst.Pnoc.Calb1.Igfbp5
GSM2659256	Sst.Pnoc.Calb1.Igfbp5	Araiya	Sst.Pnoc.Calb1.Igfbp5
GSM2659430	Sst.Pnoc.Calb1.Igfbp5	Tuleen	Sst.Pnoc.Calb1.Igfbp5
GSM2659538	Sst.Pnoc.Calb1.Igfbp5	Rocsi	Sst.Pnoc.Calb1.Igfbp5
GSM2659607	Sst.Pnoc.Calb1.Igfbp5	Aarush	Sst.Pnoc.Calb1.Igfbp5
GSM2659653	Sst.Pnoc.Calb1.Igfbp5	Ibtisam	Sst.Pnoc.Calb1.Igfbp5
GSM2659677	Sst.Pnoc.Calb1.Igfbp5	Finola	Sst.Pnoc.Calb1.Igfbp5
GSM2659706	Sst.Pnoc.Calb1.Igfbp5	Hyde	Sst.Pnoc.Calb1.Igfbp5
GSM2659710	Sst.Pnoc.Calb1.Igfbp5	Delores	Sst.Pnoc.Calb1.Igfbp5
GSM2659722	Sst.Pnoc.Calb1.Igfbp5	Bryden	Sst.Pnoc.Calb1.Igfbp5
GSM2659744	Sst.Pnoc.Calb1.Igfbp5	Brent	Sst.Pnoc.Calb1.Igfbp5
GSM2659782	Sst.Pnoc.Calb1.Igfbp5	Heaven	Sst.Pnoc.Calb1.Igfbp5
GSM2659795	Sst.Pnoc.Calb1.Igfbp5	Killian	Sst.Pnoc.Calb1.Igfbp5
GSM2659799	Sst.Pnoc.Calb1.Igfbp5	Price	Sst.Pnoc.Calb1.Igfbp5
GSM2659803	Sst.Pnoc.Calb1.Igfbp5	Tavery	Sst.Pnoc.Calb1.Igfbp5
GSM2659872	Sst.Pnoc.Calb1.Igfbp5	Emiko	Sst.Pnoc.Calb1.Igfbp5
GSM2659920	Sst.Pnoc.Calb1.Igfbp5	Avishai	Sst.Pnoc.Calb1.Igfbp5
GSM2660118	Sst.Pnoc.Calb1.Igfbp5	Kenji	Sst.Pnoc.Calb1.Igfbp5
GSM2660183	Sst.Pnoc.Calb1.Igfbp5	Treylin	Sst.Pnoc.Calb1.Igfbp5
GSM2660346	Sst.Pnoc.Calb1.Igfbp5	Bristin	Sst.Pnoc.Calb1.Igfbp5
GSM2660555	Sst.Pnoc.Calb1.Igfbp5	Valeria	Sst.Pnoc.Calb1.Igfbp5
GSM2660584	Sst.Pnoc.Calb1.Igfbp5	Cambelle	Sst.Pnoc.Calb1.Igfbp5
GSM2660591	Sst.Pnoc.Calb1.Igfbp5	Pau	Sst.Pnoc.Calb1.Igfbp5
GSM2660607	Sst.Pnoc.Calb1.Igfbp5	Aran	Sst.Pnoc.Calb1.Igfbp5
GSM2660619	Sst.Pnoc.Calb1.Igfbp5	Montrel	Sst.Pnoc.Calb1.Igfbp5
GSM2660627	Sst.Pnoc.Calb1.Igfbp5	Amal	Sst.Pnoc.Calb1.Igfbp5
GSM2660778	Sst.Pnoc.Calb1.Igfbp5	Rhory	Sst.Pnoc.Calb1.Igfbp5
GSM2660795	Sst.Pnoc.Calb1.Igfbp5	Tanav	Sst.Pnoc.Calb1.Igfbp5
GSM2660798	Sst.Pnoc.Calb1.Igfbp5	Neel	Sst.Pnoc.Calb1.Igfbp5
GSM2660826	Sst.Pnoc.Calb1.Igfbp5	Taziyah	Sst.Pnoc.Calb1.Igfbp5
GSM2660926	Sst.Pnoc.Calb1.Igfbp5	Finch	Sst.Pnoc.Calb1.Igfbp5
GSM2660947	Sst.Pnoc.Calb1.Igfbp5	Marvelous	Sst.Pnoc.Calb1.Igfbp5
GSM2660976	Sst.Pnoc.Calb1.Igfbp5	Zoeylynn	Sst.Pnoc.Calb1.Igfbp5
GSM2661012	Sst.Pnoc.Calb1.Igfbp5	Ruthanna	Sst.Pnoc.Calb1.Igfbp5
GSM2661052	Sst.Pnoc.Calb1.Igfbp5	Mckenlee	Sst.Pnoc.Calb1.Igfbp5
GSM2661071	Sst.Pnoc.Calb1.Igfbp5	Lj	Sst.Pnoc.Calb1.Igfbp5
